IMU1_GyroX_Mean,IMU1_GyroX_StdDev,IMU1_GyroX_RMS,IMU1_GyroX_Amp,IMU1_GyroY_Mean,IMU1_GyroY_StdDev,IMU1_GyroY_RMS,IMU1_GyroY_Amp,IMU1_GyroZ_Mean,IMU1_GyroZ_StdDev,IMU1_GyroZ_RMS,IMU1_GyroZ_Amp,IMU1_AccX_Mean,IMU1_AccX_StdDev,IMU1_AccX_RMS,IMU1_AccX_Amp,IMU1_AccY_Mean,IMU1_AccY_StdDev,IMU1_AccY_RMS,IMU1_AccY_Amp,IMU1_AccZ_Mean,IMU1_AccZ_StdDev,IMU1_AccZ_RMS,IMU1_AccZ_Amp,IMU2_GyroX_Mean,IMU2_GyroX_StdDev,IMU2_GyroX_RMS,IMU2_GyroX_Amp,IMU2_GyroY_Mean,IMU2_GyroY_StdDev,IMU2_GyroY_RMS,IMU2_GyroY_Amp,IMU2_GyroZ_Mean,IMU2_GyroZ_StdDev,IMU2_GyroZ_RMS,IMU2_GyroZ_Amp,IMU2_AccX_Mean,IMU2_AccX_StdDev,IMU2_AccX_RMS,IMU2_AccX_Amp,IMU2_AccY_Mean,IMU2_AccY_StdDev,IMU2_AccY_RMS,IMU2_AccY_Amp,IMU2_AccZ_Mean,IMU2_AccZ_StdDev,IMU2_AccZ_RMS,IMU2_AccZ_Amp,OFS_FIB_Mean,OFS_FIB_StdDev,OFS_FIB_RMS,OFS_FIB_ROM,OFS_FIB_tnorm,OFS_FIB_MNF,OFS_FIB_MDF,OFS_FIB_IMNF,EMG_EMG_Mean,EMG_EMG_StdDev,EMG_EMG_RMS,EMG_EMG_Amp,EMG_EMG_MNF,EMG_EMG_MDF,EMG_EMG_IMNF,Age,BMI,Fatigue_level,Subject
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.00243169637939339,0.204082734522804,1.2825061199164,100,100,100,100,0.293036291634018,0.230724253254506,22.3341392353043,24,27.25088745,1,1
7.02657870116809,198.259304006509,199.601392438729,184.29557135355,610.020298209272,175.334985920744,178.26568432423,192.95829665493,-30.4662737584786,188.025192699085,184.457166685625,183.951682166919,89.2537044938743,97.6546156422909,95.4710882715883,101.969155502895,88.1985776636037,92.5121626025841,91.3092235171057,97.513346347334,92.4237275396574,101.88840406346,99.5748470709971,109.49001648292,10.1359057640871,114.433662180436,114.415760303383,126.470350508809,-117.984502132867,131.779057486069,131.880444025453,138.379277208653,-179.010024937784,123.886312048864,124.061291150468,131.682135896844,89.8305553639612,95.8512052665311,94.1949135170256,102.328536436007,75.7175653460404,104.482081461616,99.5696512813625,120.982217889677,87.2159098291639,97.6234492875489,95.0609851108734,103.734000963959,122.681543808304,3755.04559800588,233.05041636246,275.314587490265,3274.31026000503,0.313587638396118,0.214659343119418,1.14739292779873,107.150748262808,71.2394812189636,103.936460398928,81.6568804185603,0.142450520694719,0.181664182342,8.38471170125551,24,27.25088745,1,1
-7082.10860903248,568.164428578257,593.320009145052,727.671625008228,9456.71890676367,610.892515515092,672.664608058411,744.159826144367,-744.252427130919,567.506828980866,580.854359554916,654.032044791648,73.6051255264479,94.835700381264,89.5910781487953,119.713723316834,84.7177691749497,85.4368594459963,85.2958630525647,114.38676770009,120.019184686999,105.268559747236,109.390123097714,143.308625403437,-142.93782399645,123.958082706329,124.12312291357,159.266176049376,-733.057005174284,177.809036400077,179.068139766079,200.882831414294,161.720388444028,146.410331343989,146.620614313272,163.86789846662,81.878232548432,92.0180933080958,89.2905320811921,105.27709736681,55.4952060516058,112.044371584703,103.527225435718,156.976705099331,80.3224071519073,97.5189170003893,93.4236533849955,113.151341509132,149.387232485824,16017.4876688384,710.031608892136,936.105896781218,14833.7618013169,0.576481501946833,0.24789816592582,0.989182849318632,247.044114601966,611.569045084099,306.910586142107,514.609792029914,0.385845191336043,0.23443820592088,8.37279919929273,24,27.25088745,1,1
3618.24543669411,1537.25462852892,1540.97242769365,1855.35563821545,4828.68551946289,2177.1451764775,2187.17666273211,2466.30925396128,-638.476504963759,1500.47624602913,1472.19171179794,1421.46906172121,71.4922788987438,99.044900635978,92.7050272878895,146.502952586618,80.5540990808737,89.1894464353291,86.8562420352006,173.988091489823,182.501117480122,159.121485207593,166.117851494907,267.615503814762,-165.579276589676,162.456083493573,162.604860975388,241.159280649592,251.13850430001,322.334008908277,322.59584965788,334.09344272229,477.770220237155,251.736680632371,252.728174194536,260.11962055394,88.0583753856893,93.0116099178318,91.6727689237711,106.495713410901,57.3152769808317,131.245802487363,120.520242602373,207.227133685165,94.4260016584036,107.432588412469,104.269904548698,130.178600117817,137.040424364368,16072.835482097,1085.97772696832,1241.66285709414,14069.3060398637,0.170905118754483,0.195445748032192,0.912529311336154,713.389659290995,1127.50151123219,767.921874650752,968.529166624941,0.426387370944461,0.192445706813548,7.68419537716931,24,27.25088745,1,1
-1539.31249257511,2426.07672254582,2428.69787727407,2399.47431045191,-5421.38786262804,4325.73367187074,4335.9678640267,4673.86960827468,173.236813798388,1786.55057438648,1743.15316770802,1880.94605959117,33.8629060667549,102.575576870032,89.2557055710171,188.706021747853,91.7569780541049,124.421915375843,115.934854295385,251.708262490991,155.329795194862,236.763880243441,219.306455300951,467.017381091034,-228.115927209475,295.985495995143,296.131570008753,411.888355249305,28.3896142128555,422.158111804646,422.401253698457,414.323054140097,-255.693495668683,386.121574724672,386.588866347621,389.953813593166,90.9802903547744,93.3375741543361,92.7194645764871,111.573790569504,37.3334582952205,149.323030830042,135.174233150169,261.17852700931,98.2655194257435,119.005683305662,114.053724615426,155.415573287636,134.004024144869,16079.0227413096,1105.97013627831,1259.22141369808,14027.629585093,0.17252203335721,0.198108154238747,0.880923210225655,2214.54267713842,4157.94491794418,2493.25969332294,3969.42934122974,0.501779840262708,0.220764959236972,7.49612132336036,24,27.25088745,1,1
7033.41748400033,4093.63031343841,4098.75063275033,4226.79468109828,12939.5402571444,5757.80948143941,5771.40514402103,5956.87830105637,-471.185025764133,2576.66384137705,2514.04138883285,2771.02208744675,48.7608884354776,113.436649644528,100.026477304361,237.245399124735,94.5320835818498,147.345745765715,134.185726592222,284.877171623881,147.499736965351,355.715126251544,315.328489553066,650.705212353312,-217.323733595173,464.33116113377,464.614837493667,559.106316468205,159.122155946053,475.462055428848,476.010168388512,536.739824846245,424.916963927379,545.365819298959,546.051176647333,469.356108399487,89.9131200656505,94.3308526021212,93.1398273980865,116.657225964483,2.37367510744464,195.087548327307,175.129618140583,302.645467074523,91.1895875028986,128.254965209983,119.82126161609,171.521046430676,136.363636363636,16193.2162885347,1086.49016237917,1244.29901066409,14634.4557451509,0.182355730568262,0.196975323548924,0.866540565723993,1845.08702842454,3967.69566208983,2170.62435416844,3711.08126818065,0.442898663523997,0.234207233134032,7.5170773161477,24,27.25088745,1,1
6806.56355501768,5668.82065766068,5674.81502624791,5161.80061910372,9194.09286841642,5947.97316703787,5957.31565785337,6586.17935739439,-380.324080131245,3116.81658291149,3039.49082518076,3149.85122178506,55.3146454086621,122.772842629073,108.60622154524,274.933017371529,93.3003553917818,170.216592199012,152.115655755559,317.808190424214,147.183960228356,345.261661140377,306.606301320275,661.193087043641,237.69800445743,532.888824551977,533.111755610408,648.158554960922,-583.378736343865,581.151227654134,582.132369133536,607.806771901299,-529.017186057282,630.366380517401,630.815074575609,492.8939678819,90.3003806971497,93.7103038187866,92.8058406161886,116.126760563379,-9.27309185021575,261.055221203853,234.423036487079,361.181888466839,90.3274780676517,141.876209838285,130.516425354583,182.468671343655,137.131882202305,17251.9567533448,1131.66498140922,1303.15291381761,15480.9037093554,0.18609996448839,0.198009369707417,0.862709632013171,1570.58307721077,2590.94023736349,1707.82271843971,2133.20021071266,0.286128754444421,0.200091397494509,7.2908416071827,24,27.25088745,1,1
-6577.21324548591,6447.38962279543,6456.1885022826,5896.78345191005,1340.09590824603,6065.82659324227,6068.94652192122,6897.18568441905,-697.9728001005,3830.22563107226,3736.86732798725,3695.97767555359,52.0261565865099,117.63460980329,103.946335284602,298.33088080723,85.9876946537679,216.543660444733,188.190686637971,429.196140579192,131.132019225044,399.191585587294,350.215077935263,818.711568641003,-193.171828061365,459.47504334922,459.585073768712,576.481550397402,479.94711380532,633.931445902092,634.792225055816,624.13291055849,-26.7499110092455,601.279853285985,601.540749374439,488.539486629721,84.8489436768102,94.50243286186,91.8953222703841,119.561390079608,27.3766481541184,280.217150954443,251.787674497398,399.199973108339,89.5394750916983,134.173528109591,124.188326915763,177.44671450758,134.973477226998,17555.3777298575,1158.21741469225,1331.81935041843,15372.8767698374,0.185760021829585,0.200614263262429,0.853573477131152,1506.29803432207,2621.0099503321,1660.24707220181,2034.20702365297,0.280376970958033,0.203657679749421,7.33139099533576,24,27.25088745,1,1
-8862.22334372503,7360.02156622537,7377.47070577389,6982.90446381553,2668.51346856766,6692.54392050258,6696.52164558468,7397.53306558103,-361.558777895871,3914.36195707739,3817.71659674993,3610.36762975116,46.3528266772825,119.782117408878,104.96267253372,279.329600397499,92.6426714473973,267.187688429746,230.473737027609,526.834729189842,119.880804908811,509.320807818266,442.782589179221,954.222884609697,-310.82149209027,361.873579101166,362.155713572008,497.282971886743,-593.863085002688,642.732441444445,643.361837914541,614.609159734638,325.126607954999,585.327291562044,585.62583474041,502.341386965635,81.6025701668513,94.4565493218135,91.0021148805594,120.699632578076,68.6607940745704,259.176397293326,235.394624755711,400.242024942014,83.2742411112574,123.653718998748,114.642700741012,168.156562951857,136.839217120907,17272.2380054723,1167.15007385564,1334.41403903463,15539.6494853593,0.179545801124171,0.195668528100879,0.844764203944144,1568.56915847358,2080.85084431198,1630.49957178534,2048.48202153444,0.312483425634557,0.186376425227169,7.48736446281892,24,27.25088745,1,1
8260.07982768009,8040.15337406832,8050.92040748099,7561.43639234875,8049.9508257677,8019.12320768715,8025.97743932624,8583.57614436624,111.94453832031,4072.7144498109,3970.29990883668,4262.11614740981,46.8003116793901,136.386831296238,118.884342081544,306.854587497848,89.0820521693886,332.040600143417,283.971626204278,682.296761193088,117.157736169594,546.541763974949,474.383642749445,980.503765409564,-539.872986172357,435.956610747291,436.52056668573,643.514978495937,-76.8784057971024,711.794245254019,712.211126636138,641.159272805201,152.123693020332,684.75683260395,684.955165528504,620.158728101752,88.2892931497142,99.665319311862,96.5882600544997,129.265921616655,100.263806882007,205.097334677548,189.455242367429,330.488419778816,99.4767806301099,124.772921250207,118.806927034409,170.365634873883,134.20523138833,17026.4090460146,1115.10332400308,1284.5668466154,15287.1079229987,0.189967379769355,0.202512957088991,0.842909465832083,2172.81114769892,4377.45216291355,2500.23745145478,3878.84165640215,0.370027785703062,0.22197073247912,7.51090591129261,24,27.25088745,1,1
