OFS_FIB_MNF,OFS_FIB_MDF,EMG_EMG_MDF,IMU2_AccX_Mean,EMG_EMG_IMNF,EMG_EMG_MNF,OFS_FIB_IMNF,IMU2_AccZ_Mean,IMU2_AccZ_RMS,IMU2_AccZ_StdDev,fatigue_level
0.236876,0.187252,0.436669,98.475177,7.183411,0.570016,0.786327,78.431014,270.577210,348.487530,1
0.549507,0.294988,0.177491,99.455672,7.153163,2.489869,0.805221,68.477809,310.531770,405.149562,1
0.512797,0.295945,0.286263,104.669760,7.337525,1.199518,0.795241,95.277855,322.673248,418.066251,1
0.481126,0.280305,0.251945,99.208499,7.510327,0.370892,0.788313,62.628236,334.684953,437.754743,1
0.223471,0.202239,0.227711,94.798468,7.562717,0.538024,0.779240,65.116666,335.177527,438.781593,1
0.372477,0.238755,0.791540,100.841172,7.743949,0.913931,0.770627,64.135667,330.155036,431.935385,1
0.468250,0.302746,0.189540,105.059225,7.551401,0.530628,0.770003,83.194961,347.378168,452.760694,1
0.681144,0.331835,0.298335,97.297979,7.328817,0.468222,0.768452,31.535568,318.361896,418.846606,1
0.435427,0.285037,0.242202,107.207004,7.577015,0.342351,0.774517,87.368942,288.443128,372.090252,1
0.645245,0.339831,0.317343,90.167997,7.875367,0.572155,0.772546,57.917705,279.315185,365.136698,1
0.454245,0.277070,0.420895,95.061031,7.895654,3.458795,0.754719,98.249696,282.477331,363.137930,1
0.613574,0.311415,0.339046,106.449507,7.448345,0.646674,0.809412,76.039265,292.146919,380.046062,1
0.358357,0.263523,0.559519,108.149396,7.344392,0.659742,1.067186,73.272912,291.472714,379.606013,1
0.298139,0.205274,0.269914,101.055076,22.285142,1.112019,1.366289,78.568965,268.921736,348.710496,1
0.452867,0.288732,0.356989,93.518226,26.385576,0.874548,1.141357,75.942071,246.492589,318.170442,2
0.312395,0.224765,0.316695,6.810327,7.238450,0.611716,0.970510,1.562478,9.045190,8.935242,2
0.541397,0.253263,0.270159,7.270545,7.025622,0.640995,1.007847,1.977741,9.123566,8.932222,2
0.428110,0.266748,0.434459,7.143394,7.375941,0.689730,0.971194,1.560399,10.397550,10.301244,2
0.187407,0.174193,0.612906,6.422634,7.649577,0.913106,1.015639,1.351298,10.973774,10.922554,2
0.274529,0.224782,0.242615,7.264272,7.163949,0.965641,1.025614,1.269550,11.186483,11.145415,2
0.357347,0.212944,1.013114,6.840172,7.362628,2.089912,0.982234,1.160425,11.204558,11.166668,2
0.178793,0.157769,0.279877,6.472123,6.737385,0.599387,1.122494,1.086102,11.256785,11.234363,2
0.375293,0.241943,0.415484,7.113137,7.331857,0.894082,1.311718,1.353239,11.270244,11.210539,2
0.275412,0.191992,0.285061,6.869728,8.115172,1.789447,2.882384,1.269780,10.659804,10.601969,2
0.203028,0.190694,0.455003,6.667879,8.168446,0.713500,3.243424,1.109526,9.787279,9.744479,3
0.329540,0.235786,0.366749,6.871440,7.205189,0.696407,2.718446,1.422160,9.955993,9.872703,3
0.383208,0.207045,0.171659,7.224316,7.376392,0.644326,1.988857,0.768327,10.597272,10.577036,3
0.325032,0.216755,0.294875,7.376271,7.440051,0.699084,1.427662,0.648828,10.825105,10.825748,3
0.151470,0.145295,0.194189,6.907211,7.277514,0.437172,1.188261,1.276237,11.308053,11.259882,3
0.421072,0.223866,0.115804,7.142595,7.067513,0.436816,1.132594,1.152494,10.564946,10.528484,3
0.288362,0.204585,0.242032,7.224004,7.006564,0.729952,1.127236,1.127401,10.469344,10.426940,3
0.096016,0.115401,0.209847,6.475396,6.858808,0.519143,1.143482,1.568046,12.580050,12.511790,3
0.492410,0.263304,0.122441,7.299441,6.912943,0.569820,1.185354,1.786579,14.646015,14.573413,3
0.318868,0.200663,0.255419,6.960723,6.964066,0.660582,1.197525,1.046991,15.125317,15.107701,3
0.327955,0.197488,0.228744,7.664986,6.919482,0.693905,1.172972,1.553516,14.807321,14.761670,3
0.333244,0.227831,0.213473,6.500475,6.938449,0.807503,1.147645,0.809088,14.839328,14.849575,3
0.357556,0.216563,0.288176,6.792227,6.886258,0.670831,1.133415,2.086405,15.454216,15.339573,3
0.148072,0.148735,0.278898,6.911340,7.017432,0.478450,1.136010,0.398826,15.051557,15.084166,3
0.366192,0.183662,0.250657,7.186754,7.338906,0.399721,1.127936,0.991259,14.528035,14.532101,3
0.324929,0.208478,0.513302,7.598355,7.618549,0.784406,1.108771,0.581454,12.665704,12.684535,3
0.337117,0.157114,0.183952,7.007872,7.676443,0.450429,1.202114,1.279490,13.467839,13.424995,3
0.301217,0.255617,0.206311,6.950613,7.385369,0.435362,1.282756,1.209248,11.829510,11.794704,3
0.294317,0.200723,0.149163,7.695483,7.079524,0.360863,1.249184,0.623883,11.451337,11.462251,3
0.307025,0.231198,0.306098,6.682339,7.116084,1.827905,1.137848,0.626128,11.862398,11.869610,3
0.270310,0.172337,0.273535,6.301413,7.470221,0.548377,1.105970,0.877076,12.804954,12.797095,3
0.297352,0.214534,0.282935,7.334265,7.733084,0.723745,1.222198,1.668050,12.471352,12.362941,3
0.303641,0.205959,0.164111,7.510364,7.653921,0.512465,1.325883,0.700932,12.466127,12.460081,3
0.294224,0.224078,0.243410,7.012611,7.415846,0.747356,1.310170,1.537225,12.601734,12.530396,3
0.329694,0.219752,0.215911,7.273054,7.032138,0.977203,1.164916,1.399674,12.348386,12.293638,3
0.283818,0.177087,0.214244,6.648296,6.694113,1.135553,1.049275,1.013356,12.282952,12.222303,3
0.294845,0.230943,0.361703,6.208051,6.501288,0.669025,1.038109,1.093353,12.810261,12.716309,3
0.310669,0.186063,0.191351,6.931980,6.426558,0.529862,1.038112,1.579150,13.441837,13.332630,3
0.363927,0.271083,0.225263,7.021363,6.421208,0.616221,1.065296,0.747562,14.075422,14.081492,3
0.328230,0.184112,0.291271,6.938325,6.446118,0.574589,1.144661,0.637269,15.172083,15.196049,3
0.257718,0.222905,0.172122,6.795486,6.446303,0.322381,1.186392,1.548354,17.535336,17.487596,3
0.261513,0.190196,0.319969,6.551722,6.469016,0.422614,1.140484,1.874781,18.808451,18.767791,3
0.232850,0.176343,0.183008,7.279136,6.587630,0.394506,1.059063,1.910720,19.328678,19.283625,3
0.164931,0.135046,0.250369,6.521784,6.890488,0.518263,1.002710,-0.220735,18.464961,18.463338,3
0.263830,0.194183,0.168783,6.766350,7.381403,0.231271,0.989914,0.976923,17.833029,17.814490,3
0.250086,0.218656,0.481977,6.828025,7.693636,0.779414,1.015888,0.790710,18.399688,18.424249,3
0.268264,0.209731,0.121874,6.850773,7.755409,0.526471,1.089570,1.225242,18.635634,18.621464,3
0.304229,0.251939,0.166767,7.851149,7.398151,0.246670,1.327645,1.834952,18.271063,18.215440,3
0.173082,0.145491,0.234205,5.641738,7.033910,0.358750,1.817184,-0.844014,20.958933,20.983501,3
0.136468,0.139075,0.225100,7.852211,7.049904,0.313079,2.418367,2.104486,20.833930,20.778471,3
0.218876,0.201739,0.235808,6.568357,29.979321,0.755006,2.784952,0.771291,21.211355,21.249732,3
0.246695,0.137915,0.114981,100.000000,22.854334,0.071093,1.290349,100.000000,100.000000,100.000000,1
0.343846,0.147438,0.086368,97.851621,6.366780,0.075092,0.668778,106.384022,111.136288,111.449020,1
0.125566,0.144168,0.105745,96.258059,6.567212,0.119823,0.659899,107.138146,121.234095,122.238877,1
0.109518,0.129983,0.117472,95.155409,7.766506,0.124677,0.661206,118.286978,120.047684,120.064805,1
0.113211,0.129876,1.236480,77.546753,7.076900,2.510483,0.659263,207.337367,141.581881,134.705974,1
0.123716,0.134667,2.767896,6.437421,7.875178,7.982750,0.661476,247.802869,333.816821,336.379901,1
0.138765,0.141527,0.102260,-46.400031,6.765123,0.141982,0.670022,244.346669,570.583818,588.143727,1
0.142404,0.143526,0.101166,-34.673513,6.571778,0.148816,0.682347,235.614781,775.889757,802.437501,1
0.171966,0.157183,0.106055,-27.311102,6.884717,0.158642,0.694908,262.317973,925.892152,958.070829,1
0.494698,0.249918,0.127191,-12.381116,6.863476,0.299261,0.704544,249.210116,1016.571532,1052.795700,1
0.230449,0.157815,0.107373,47.102208,7.347537,0.112809,0.720593,231.342080,1168.785521,1212.597674,1
0.140209,0.139514,0.214578,118.373338,6.892158,0.370570,1.504229,203.970801,1295.951917,1344.527716,1
0.141902,0.133100,0.351119,147.730375,24.802331,0.821472,1.821376,170.665228,1310.384448,1358.841023,1
0.130317,0.131580,0.280711,65.732923,11.743674,1.559492,1.631419,63.472020,593.111458,614.831434,2
0.138514,0.139434,0.184717,0.115207,24.896189,0.410228,0.805895,0.879920,18.883068,18.888719,3
0.152632,0.120311,0.484922,-0.149997,6.771021,0.797926,0.676421,0.638458,21.679313,21.700568,3
0.502446,0.179042,0.109620,-0.192721,6.923145,0.305554,0.666571,0.432569,20.436427,20.462696,3
0.278679,0.165231,0.076492,-0.023546,7.309106,0.309966,0.663394,0.775546,19.848344,19.860169,3
0.108272,0.127443,0.734714,-0.211696,7.272078,1.043743,0.661170,0.639146,21.559391,21.574205,3
0.130374,0.132855,0.122388,0.081410,6.751225,0.329309,0.656718,0.469864,24.344296,24.387462,3
0.125651,0.130465,0.128883,0.362149,6.698429,0.241724,0.655866,1.063992,26.292705,26.311576,3
0.139852,0.133477,0.118158,0.133770,6.498051,0.349938,0.656548,0.625419,27.144151,27.176471,3
0.131902,0.133789,0.109445,-0.308515,6.879555,0.185400,0.667014,0.602798,27.537904,27.572552,3
0.145638,0.135860,0.128768,-0.153484,7.021727,0.258941,0.674497,1.007397,25.401954,25.419802,3
0.140124,0.131830,0.104389,-0.039470,6.920507,0.185625,0.685615,0.823414,23.311340,23.331285,3
0.173295,0.126440,0.115813,-0.143344,7.765843,0.181813,0.996026,0.485654,23.131311,23.162206,3
0.002063,0.190216,0.378474,100.000000,7.154704,0.980259,0.787537,100.000000,100.000000,100.000000,1
0.057577,0.126992,0.135409,105.581187,7.316300,1.148990,0.709569,100.866519,99.817699,95.314993,1
0.598508,0.287255,0.101938,101.717563,7.679478,0.300794,0.682099,97.792872,97.127981,94.202835,1
0.178348,0.118917,0.441830,103.983055,7.915112,0.857481,0.689665,97.903154,96.525681,90.528876,1
0.477056,0.188512,0.109737,102.115493,7.933070,0.207093,0.690082,97.882867,96.545705,90.766103,1
0.553431,0.245683,0.191712,100.826739,7.564654,0.434657,0.696026,95.547566,94.934894,92.318314,1
0.530140,0.244858,0.236982,103.903805,7.162299,0.663725,0.702956,96.551935,95.516902,91.077096,1
0.516171,0.245126,0.226083,106.310550,6.815895,0.739993,0.707801,99.063008,97.084985,88.507781,1
0.537910,0.249668,0.172484,104.795773,6.628940,1.342565,0.710513,96.069091,95.670362,93.874549,1
0.571874,0.273700,0.231248,100.315445,6.582828,0.705713,0.716074,93.954110,94.700837,97.563805,1
0.559002,0.274834,0.178236,104.419598,6.569464,0.325701,0.715711,97.129171,96.089717,91.685204,1
0.275394,0.180982,0.249120,105.456224,6.535002,1.649911,0.716697,96.920226,95.921768,91.619762,1
0.118978,0.124071,0.100908,106.057559,6.445417,0.315585,0.716880,95.184326,95.233727,95.259169,1
0.124388,0.127920,0.098939,106.473641,6.349367,0.380906,0.715407,95.395133,95.574345,96.074786,1
0.485483,0.249836,0.110524,106.817307,6.344275,0.375943,0.720722,94.597445,94.877296,95.707530,1
0.535828,0.270527,0.205273,107.187196,6.447438,0.202758,0.710574,95.830982,95.182908,92.352680,1
0.585635,0.257467,0.228566,102.103687,6.545238,0.458782,0.703158,94.486936,94.638880,95.169576,1
0.468612,0.239023,0.235844,101.052708,6.547869,0.669614,0.699530,97.599640,97.140658,95.176884,1
0.111475,0.111017,0.188021,100.477108,6.656953,0.325402,0.686712,98.762943,98.768840,98.647999,1
0.122490,0.122013,0.083988,101.076948,6.681952,0.369653,0.691984,98.881879,99.208755,100.333585,1
0.128000,0.125721,0.093084,101.684907,6.536732,0.320639,0.682900,99.677263,99.888592,100.558261,1
0.123381,0.128837,0.093414,101.127717,6.454626,0.344154,0.683275,98.278280,99.185504,102.578566,1
0.116902,0.125043,0.119045,100.709813,6.667425,0.518147,0.685766,97.947577,100.301474,109.122013,1
0.119755,0.129437,0.115777,102.112113,7.003888,0.419469,0.688343,98.083822,101.929756,116.044136,1
0.124515,0.131767,0.105493,103.195149,7.215310,0.353378,0.690143,97.590939,102.428192,119.907789,1
0.126215,0.131287,0.117615,103.668858,7.086535,0.367826,0.693612,96.622200,102.821316,124.660404,1
0.134561,0.137356,0.106046,105.476268,6.875563,0.428952,0.695906,96.054675,102.875050,126.680376,1
0.129394,0.134816,0.102748,105.369235,6.787029,0.178394,0.699614,95.601170,102.507567,126.573206,1
0.115080,0.124564,0.103219,105.060286,6.859324,0.294305,0.701072,95.506046,101.885073,124.297551,1
0.122769,0.125127,0.095017,103.790205,7.159922,0.239653,0.702990,95.772991,103.334409,129.372400,1
0.107884,0.116895,0.090569,103.658860,7.618300,0.193888,0.705750,94.211121,102.818220,131.934925,1
0.102490,0.112038,0.094996,102.240773,7.900783,0.256117,0.704430,94.405595,103.636114,134.578332,1
0.121349,0.130552,0.099217,99.482744,7.948820,0.359773,0.710645,94.567956,103.577150,133.880672,1
0.092219,0.107337,0.096679,100.176097,7.559608,0.255831,0.711419,93.279928,105.188751,143.506583,1
0.121003,0.132943,0.108425,99.410692,7.187961,0.409568,0.717403,92.902066,105.630742,146.152283,1
0.111390,0.119098,0.089687,99.932315,7.445102,0.558940,0.716426,91.917803,104.001118,142.758637,1
0.160228,0.141672,0.100864,97.582504,7.926841,0.175028,0.721481,88.948197,101.140929,139.957840,1
0.410387,0.222214,0.089041,97.110673,8.390703,0.212378,0.728065,93.331613,104.026779,139.073727,1
0.473757,0.251306,0.116377,98.771795,8.332129,0.426506,0.736933,92.327685,103.086484,138.380464,1
0.503478,0.258802,0.268598,83.663360,7.735498,1.094697,0.798733,101.349242,109.044210,135.859817,1
0.325797,0.197303,0.972169,92.243572,7.445661,2.370572,1.015114,91.944476,97.588571,117.725579,1
0.105659,0.117951,1.433497,96.126225,13.189744,3.451861,1.699450,96.443767,99.493815,110.935762,1
0.111574,0.124353,0.096559,87.517897,13.878820,0.368720,1.831358,84.500812,90.562493,110.703289,2
0.111837,0.124464,0.107977,9.685953,7.202922,0.295844,1.046502,10.812571,13.005057,7.235352,2
0.109958,0.122242,0.094343,9.823087,7.244187,0.189061,0.774012,10.882519,13.194161,7.470434,2
0.099822,0.115721,0.098197,9.645526,6.980391,0.339048,0.742754,10.804433,13.115829,7.441309,2
0.095598,0.112200,0.116412,9.785144,7.281407,0.357948,0.730677,10.326736,12.975174,7.865297,2
0.092043,0.106681,0.097017,9.849969,6.994365,0.211427,0.723933,10.611498,13.511699,8.374792,2
0.118988,0.128722,0.081697,10.104103,6.926807,0.165233,0.721466,10.442281,13.393933,8.396240,2
0.107106,0.126928,0.129132,10.190735,7.431957,0.429852,0.722693,10.366487,13.606208,8.823186,2
0.101133,0.116894,0.120945,9.969885,7.573407,0.428443,0.721209,10.552552,13.954354,9.143212,2
0.122764,0.134278,0.105059,10.320170,7.223916,0.402445,0.716713,10.395058,13.760661,9.028591,2
0.116736,0.128668,0.126035,10.224631,7.059421,0.537576,0.722288,10.243797,13.570557,8.910979,2
0.108016,0.126266,0.107356,10.519575,7.066073,0.282621,0.718341,10.119347,13.287826,8.622787,2
0.105289,0.122331,0.110945,10.520528,6.832216,0.406297,0.719119,10.031037,13.369466,8.850637,2
0.113600,0.131296,0.109724,10.347837,6.776824,0.546585,0.717683,10.237748,13.795629,9.258941,2
0.106919,0.124839,0.128345,10.188322,6.568314,0.574387,0.714496,10.442763,14.123023,9.520933,2
0.100705,0.120502,0.110746,10.330523,6.879581,0.280634,0.714434,10.205133,13.845030,9.368033,2
0.108558,0.123449,0.093602,10.434458,6.608420,0.127310,0.717363,9.928171,13.481249,9.130807,2
0.106230,0.120314,0.092432,10.457253,6.570480,0.131980,0.721601,10.089482,13.341537,8.738398,2
0.106154,0.121205,0.102395,10.488445,6.562037,0.218141,0.725945,10.465628,13.491056,8.522930,2
0.108749,0.123477,0.099648,10.415068,6.546002,0.337844,0.732190,10.670340,13.638952,8.505959,2
0.121054,0.127194,0.121477,10.344631,6.423514,0.486982,0.736693,10.704267,13.636259,8.458676,2
0.111691,0.125084,0.452285,10.420048,6.572623,0.779668,0.740759,10.754260,13.713835,8.520862,2
0.110592,0.129144,0.096082,10.674155,7.075282,0.158465,0.741065,10.500328,13.563248,8.595259,2
0.110298,0.133657,0.115800,11.149436,7.384821,0.302424,0.742650,10.554918,13.839919,8.963250,2
0.106781,0.127643,0.141291,11.435267,6.757339,0.429754,0.748931,10.237767,14.704409,10.535041,2
0.116195,0.131568,0.116310,11.921957,7.353246,0.244902,0.753285,9.805748,16.637360,13.423671,2
0.112063,0.130929,0.106625,12.433735,7.361554,0.255277,0.765685,9.496337,17.013188,14.136651,2
0.119830,0.138219,0.149824,12.054670,6.686881,0.651108,0.779884,9.407260,16.906071,14.066982,2
0.119992,0.135741,0.149477,12.150331,6.510346,0.418325,0.805443,9.496350,16.669533,13.719065,2
0.115838,0.134480,0.153665,12.224255,6.436260,0.337743,0.910428,9.404808,16.832301,13.980133,2
0.116598,0.137183,0.121988,12.468134,6.560953,0.350761,1.317251,9.151682,16.582355,13.848616,2
0.118968,0.137013,0.122897,12.500251,6.749561,0.417091,1.326943,9.070802,16.404873,13.689031,2
0.121428,0.138089,0.106537,12.579029,8.310406,0.217094,0.634103,8.946662,16.683345,14.102456,2
0.114132,0.133728,0.096082,12.462897,9.095170,0.055670,0.608718,9.000044,16.965409,14.403333,3
0.118669,0.138399,0.131916,12.359680,5.900696,0.291713,0.607247,9.675235,17.904365,15.087164,3
0.116098,0.138001,0.113459,12.292531,5.986982,0.297831,0.607151,9.078844,17.716670,15.236981,3
0.113038,0.132958,0.158236,12.523363,6.145491,0.349744,0.604918,9.508375,17.562300,14.786458,3
0.111213,0.134447,0.143889,12.097762,6.797635,0.411219,0.601076,8.843579,17.245364,14.829215,3
0.104050,0.126844,0.105661,12.266231,7.091680,0.153243,0.595951,9.340033,17.422017,14.728081,3
0.106668,0.127035,0.176162,12.117795,6.476532,0.561358,0.591524,10.150671,18.014208,14.904286,3
0.113230,0.129886,0.111297,11.594027,6.841597,0.214679,0.588613,9.771598,17.841904,14.950659,3
0.119050,0.137494,0.117115,11.963696,6.923539,0.277682,0.587059,10.253275,18.314391,15.194377,3
0.112800,0.137230,0.114010,11.492205,6.699798,0.326652,0.585562,9.650825,18.188223,15.436756,3
0.104453,0.132442,0.112593,11.792073,6.593407,0.191464,0.583582,10.084930,18.224593,15.200192,3
0.112557,0.135097,0.106569,11.986610,6.904604,0.112971,0.585273,9.765427,18.184535,15.361205,3
0.099377,0.127967,0.111118,12.051838,6.676982,0.267601,0.585570,10.050341,18.098647,15.073380,3
0.109667,0.135014,0.136940,11.564209,6.617721,0.349954,0.588659,9.906557,18.506063,15.655341,3
0.109875,0.135787,0.143100,11.846737,6.452891,0.354163,0.592688,9.827378,18.352754,15.523286,3
0.118938,0.147704,0.153496,11.872621,6.596533,0.612705,0.596262,9.963029,18.289615,15.360938,3
0.113243,0.140265,0.109833,12.172442,7.074369,0.342226,0.603344,9.832620,18.140365,15.266413,3
0.111092,0.137997,0.141395,12.097290,6.468259,0.407306,0.612749,9.573165,18.187784,15.488670,3
0.112210,0.141555,0.113894,12.044687,6.102963,0.435293,0.622835,9.684002,18.240078,15.481966,3
0.106798,0.133391,0.147876,12.193652,5.979128,0.461513,0.634356,9.603652,18.147299,15.418687,3
0.112129,0.135278,0.135458,12.258470,5.970734,0.367653,0.642645,9.196708,17.800704,15.264138,3
0.099270,0.124329,0.140427,12.554585,5.884987,0.868818,0.648953,9.500100,18.099546,15.431014,3
0.133385,0.146258,0.144118,12.164013,5.969144,0.538796,0.647995,9.374876,18.125415,15.536569,3
0.110749,0.125733,0.169298,12.058256,6.014399,0.570980,0.648872,9.092360,17.699523,15.208448,3
0.107822,0.134143,0.137255,12.219898,6.072602,0.474976,0.652109,9.114764,17.707370,15.203512,3
0.100942,0.123491,0.125750,12.335034,6.042736,0.260254,0.653548,9.513312,17.716898,14.961979,3
0.097177,0.118209,0.113645,12.282432,6.217574,0.342923,0.652622,9.530465,17.753099,14.995931,3
0.103272,0.128527,0.137935,12.082246,6.182528,0.400109,0.647204,9.362391,17.987582,15.381448,3
0.088526,0.116171,0.136397,12.477065,6.345684,0.551427,0.638065,9.445859,17.866146,15.186073,3
0.107875,0.119775,0.105198,12.387387,6.366089,0.340160,0.629492,9.422420,17.535471,14.808806,3
0.089286,0.110390,0.131519,12.210654,6.441225,0.378741,0.622052,9.525734,17.584498,14.802060,3
0.083891,0.107762,0.091062,11.948519,6.426597,0.054970,0.616074,9.291375,17.419165,14.754543,3
0.079604,0.091239,0.095008,12.213774,6.706839,0.245869,0.610561,9.091623,17.351849,14.798678,3
0.083571,0.097993,0.081567,12.285511,6.652415,0.097176,0.611544,9.269738,17.644923,15.032044,3
0.082480,0.100060,0.404601,12.289485,6.789601,0.786850,0.617400,9.824165,18.162081,15.295921,3
0.086399,0.103114,0.063533,11.609248,6.700402,0.081864,0.622593,9.929499,18.264586,15.345671,3
0.089730,0.097713,0.071533,11.945988,7.219968,0.041701,0.625756,9.589362,18.166385,15.445195,3
0.083976,0.094493,0.093479,11.894275,6.985800,0.428582,0.625341,9.786331,18.524963,15.746040,3
0.089558,0.098750,0.076270,11.904527,7.151272,0.062338,0.623336,9.868181,18.971295,16.221480,3
0.089474,0.098853,0.111130,12.388793,7.157054,0.395829,0.617141,9.791274,19.254740,16.598078,3
0.084278,0.088541,0.064638,11.929408,6.947282,0.058705,0.611919,9.705891,19.575619,17.016786,3
0.058120,0.067278,0.068770,11.613071,6.881868,0.053196,0.613490,9.561764,19.726733,17.272438,3
0.052485,0.059379,0.178065,11.619076,14.807738,0.562036,0.650050,9.984577,19.221978,16.442756,3
0.552823,0.286291,0.137352,100.000000,24.815057,0.468028,1.933706,100.000000,100.000000,100.000000,1
0.123961,0.128214,0.098392,97.808640,6.845173,0.272114,1.329013,102.134786,102.261186,102.837914,1
0.130063,0.133964,0.149824,101.248261,7.533840,0.880925,0.965404,99.693246,99.662046,99.451732,1
0.109776,0.121196,0.112785,100.813516,7.616463,0.609529,0.936969,94.195640,96.458540,106.442558,1
0.122037,0.132223,0.128825,102.223487,6.901821,0.265101,0.928762,93.538565,95.400559,103.702899,1
0.126758,0.140872,0.129974,103.302510,7.285745,0.266719,0.924010,92.104606,94.330849,104.171021,1
0.117082,0.130697,0.130253,103.908262,7.078843,0.165834,0.923602,92.136974,95.103755,107.944874,1
0.106872,0.124144,0.119988,102.364388,6.858724,0.479851,0.912729,92.117894,96.275219,113.798928,1
0.110152,0.125949,0.112614,101.959244,7.044146,0.338713,0.899718,92.668891,97.235820,116.331933,1
0.109860,0.119721,0.141994,103.909528,7.448618,0.355531,0.882339,91.806601,96.996599,118.346440,1
0.149921,0.158421,0.097445,102.662826,6.779317,0.384302,0.866923,92.107295,98.453343,124.026859,1
0.142531,0.159916,0.118175,100.409440,7.120672,0.233952,0.857214,95.051636,100.867056,124.618378,1
0.145317,0.160192,0.127418,101.221473,7.367263,0.219454,0.826855,96.468498,102.638580,127.632974,1
0.150503,0.166190,0.127430,102.064237,7.630479,0.401446,0.821406,94.845614,102.206437,131.446842,1
0.155032,0.167074,0.135595,99.652632,7.329691,0.411867,0.803680,99.015401,105.456635,131.599232,1
0.163204,0.167652,0.157645,99.220776,7.113122,0.433633,0.800033,99.859860,106.737251,134.432149,1
0.141056,0.157136,0.174930,102.038015,7.548384,0.469158,0.794556,95.820003,103.746491,134.951151,1
0.130962,0.148590,0.129802,103.131248,7.553697,0.249500,0.791275,93.097903,101.931820,136.010693,1
0.135335,0.151532,0.150539,102.596554,7.009690,0.427578,0.789522,93.430304,102.047163,135.424794,1
0.153854,0.166566,0.129820,102.387317,7.268321,0.282767,0.788579,94.367501,102.467671,134.191189,1
0.154812,0.169548,0.124417,100.503410,7.361131,0.160334,0.787086,94.990339,102.148550,130.690218,1
0.153296,0.168727,0.171935,100.829532,7.235460,0.380854,0.787313,96.429569,103.052238,129.793048,1
0.146937,0.165242,0.160473,101.343689,7.025266,0.302968,0.786774,94.888280,100.730823,124.632163,1
0.137261,0.157857,0.136113,78.438239,7.206943,0.131606,0.790132,133.196948,132.067116,125.870978,1
0.115548,0.142581,0.174867,92.523091,7.103216,0.380145,0.789898,111.131569,115.226904,132.409882,1
0.137858,0.160049,0.178535,98.948929,7.175609,0.289227,0.793116,102.980013,107.524652,126.759703,1
0.139272,0.163524,0.154346,98.341496,6.994667,0.331793,0.807129,98.998991,103.093676,120.542946,1
0.123393,0.155780,0.184351,101.007193,7.022333,0.325809,0.864434,99.760716,102.890283,116.531091,1
0.126514,0.150813,0.145252,98.187400,16.731550,0.209833,1.994112,96.418668,100.954202,120.062437,1
0.137130,0.149563,0.129121,95.089792,26.791003,0.233283,2.378747,86.504335,90.676807,107.334405,2
0.126233,0.147138,0.137977,13.282359,7.591798,0.360971,1.216608,8.996643,10.116410,4.633745,2
0.121458,0.149504,0.126335,13.096862,7.263976,0.150890,0.966193,9.021934,10.195210,4.755784,2
0.125409,0.149077,0.123966,13.345274,7.218432,0.182473,0.952690,8.822560,9.956664,4.622037,2
0.120658,0.143587,0.129720,13.838212,7.584923,0.183049,0.946694,8.310726,9.410825,4.418351,2
0.117794,0.149669,0.128180,13.307820,7.432435,0.157440,0.954762,9.155559,10.098830,4.262123,2
0.109468,0.142627,0.123649,12.903815,7.274351,0.221579,0.948157,9.895676,10.784504,4.291457,2
0.121813,0.153769,0.127951,13.132488,7.636767,0.197596,0.948893,9.299916,10.254619,4.327909,2
0.124733,0.154962,0.121924,13.265798,7.220294,0.114840,0.936543,9.039706,10.012411,4.312240,2
0.135565,0.167889,0.124881,13.121398,6.781160,0.174037,0.918166,9.129646,10.087741,4.297201,2
0.123419,0.156139,0.138319,13.022995,7.121413,0.152767,0.905570,9.389520,10.322639,4.296706,2
0.139595,0.163279,0.132430,12.434395,7.385364,0.101302,0.880239,10.074954,10.993147,4.402435,2
0.136618,0.155667,0.138578,12.179101,7.509280,0.192002,0.866440,10.422715,11.384890,4.584450,2
0.130716,0.154817,0.151688,12.949302,7.400548,0.322687,0.858508,9.423724,10.417414,4.447429,2
0.122311,0.152752,0.125241,12.936576,7.296343,0.258198,0.856573,9.477105,10.368885,4.206912,2
0.122561,0.155243,0.135476,13.073354,7.592665,0.319848,0.853578,9.350681,10.201716,4.085159,2
0.068540,0.128000,0.124854,12.843205,7.081674,0.185974,0.859852,9.498412,10.327739,4.060840,2
0.104699,0.137368,0.137075,12.519128,6.907445,0.191874,0.876042,10.320787,11.145869,4.215630,2
0.125097,0.144209,0.122123,12.281526,7.116451,0.203890,0.892936,10.582849,11.434418,4.337472,2
0.108255,0.142703,0.113240,12.689257,6.861838,0.228259,0.916793,9.493610,10.476194,4.429593,2
0.128218,0.160064,0.122417,12.972048,6.638253,0.190182,1.036584,9.409612,10.501292,4.669415,2
0.119766,0.142999,0.120188,13.609519,6.815917,0.223865,1.630871,8.991718,10.187666,4.795918,2
0.118378,0.144086,0.135866,10.671395,7.415378,0.128247,1.765583,11.581881,12.727229,5.281773,2
0.130098,0.146478,0.107329,13.413172,7.335920,0.162212,1.031392,8.540092,10.296062,5.742524,2
0.131810,0.147784,0.115857,14.216198,21.067569,0.228322,0.855025,7.710412,9.789338,6.041592,3
0.124961,0.133501,0.153433,13.248291,7.945466,0.392070,0.804523,8.731689,11.060183,6.799149,3
0.128335,0.144277,0.108895,12.942624,7.890176,0.120414,0.788119,9.554278,11.954396,7.196434,3
0.141567,0.145733,0.096450,12.784981,7.604134,0.203986,0.787077,9.407203,11.915594,7.324037,3
