"(0.4340435839438588, 0.4540435839438588)","(977.5864613166714, 977.6064613166714)","(976.2209807868616, 976.2409807868615)","(3408.0279056589447, 3408.047905658945)","(-0.8735927095553649, -0.8535927095553649)","(334.28739705129107, 334.30739705129105)","(338.4634420028318, 338.4834420028318)","(1297.4861851893709, 1297.5061851893709)","(1.0298467563705347, 1.0498467563705347)","(284.6798527418581, 284.6998527418581)","(287.0485978213461, 287.0685978213461)","(1118.0563016201374, 1118.0763016201374)","(-3.561251467319456, -3.5412514673194564)","(27.625957128477275, 27.645957128477278)","(28.89561949237994, 28.915619492379943)","(117.63141612067265, 117.65141612067266)","(-4.8788350766969275, -4.858835076696928)","(35.817087726657626, 35.83708772665762)","(36.73017227854112, 36.750172278541115)","(143.98101666434215, 144.00101666434213)","(7.607424594865059, 7.627424594865059)","(38.12317031741971, 38.1431703174197)","(39.51963757659165, 39.539637576591645)","(151.72034632704836, 151.74034632704834)","(-0.046653938671776, -0.026653938671775998)","(192.28585901620042, 192.3058590162004)","(192.0503959007645, 192.07039590076448)","(718.1268932339688, 718.1468932339687)","(0.8771683970721776, 0.8971683970721777)","(197.96886185744572, 197.9888618574457)","(197.96445660599113, 197.9844566059911)","(761.2046150219577, 761.2246150219577)","(-0.066316111344897, -0.046316111344897)","(157.3000079413335, 157.32000794133347)","(157.15781445737792, 157.1778144573779)","(586.6194742155664, 586.6394742155663)","(9.859661427077684, 9.879661427077684)","(12.685417653307557, 12.705417653307556)","(17.246771338470097, 17.2667713384701)","(49.23480137913764, 49.25480137913764)","(-0.6888201613037777, -0.6688201613037776)","(11.07125336577969, 11.09125336577969)","(11.377433501801676, 11.397433501801675)","(42.222991001000864, 42.24299100100086)","(8.954636973264446, 8.974636973264445)","(10.846980259694035, 10.866980259694035)","(15.765244879119429, 15.785244879119428)","(44.58558349902207, 44.60558349902207)","(144.57614448259932, 144.5961444825993)","(46.599898253572306, 46.6198982535723)","(-2.992678710776184, -2.9726787107761843)","(175.47334198912145, 175.49334198912143)","(128.66948194585925, 128.68948194585923)","(0.32260107131813437, 0.3426010713181344)","(0.23690182399605839, 0.2569018239960584)","(1.0736567615348225, 1.0936567615348225)","(8.019582331413986, 8.039582331413985)","(4.796896677485303, 4.816896677485302)","(9.47246812706012, 9.49246812706012)","(17.918834010361227, 17.93883401036123)","(0.369723023752768, 0.389723023752768)","(0.1810175216309273, 0.20101752163092731)","(8.558382718457164, 8.578382718457163)","(24.45559297218155, 24.475592972181552)","(22.985993370161054, 23.005993370161057)"
"(-0.0044686595379864, 0.0155313404620136)","(0.0178415025498683, 0.0378415025498683)","(0.0183157277411019, 0.0383157277411019)","(0.0114608036073201, 0.0314608036073201)","(-0.0688628330168148, -0.0488628330168148)","(-0.0028661673224647, 0.0171338326775353)","(0.0005621074599248994, 0.0205621074599249)","(-0.0122090112191768, 0.0077909887808232)","(-0.0698798404223727, -0.0498798404223727)","(-0.0161701838882449, 0.0038298161117551006)","(-0.0151152137642527, 0.0048847862357473005)","(-0.0126683964705464, 0.0073316035294536)","(-0.0067042542017421, 0.0132957457982579)","(-0.015519021161603301, 0.0044809788383967)","(0.005832735099881898, 0.025832735099881897)","(-0.0131113265570934, 0.0068886734429066)","(-0.0046063594368125, 0.0153936405631875)","(0.0245926152399379, 0.044592615239937905)","(0.0329592187019483, 0.0529592187019483)","(0.011850404512332298, 0.0318504045123323)","(-0.045067527932704604, -0.0250675279327046)","(-0.0463693802686843, -0.026369380268684295)","(-0.0463265267045986, -0.026326526704598598)","(-0.0440440142867011, -0.024044014286701096)","(0.0130247503373688, 0.0330247503373688)","(-0.0176038600736759, 0.0023961399263241)","(-0.0149113364759241, 0.0050886635240759)","(-0.0323686682646561, -0.0123686682646561)","(-0.0405762574241811, -0.0205762574241811)","(-0.0450499916018455, -0.025049991601845498)","(-0.0443307776263022, -0.024330777626302195)","(-0.0415250942949972, -0.021525094294997195)","(-0.0097340329979926, 0.0102659670020074)","(-0.0150045420992897, 0.004995457900710301)","(-0.0142572160110658, 0.005742783988934201)","(-0.007678214713571101, 0.0123217852864289)","(-0.0030650775976993, 0.0169349224023007)","(-0.0102919263849695, 0.0097080736150305)","(0.0024521385412830006, 0.022452138541283)","(-0.0138917089369835, 0.0061082910630165)","(0.0057103104659304, 0.0257103104659304)","(-0.0164424901499675, 0.0035575098500325005)","(-0.0109370477222309, 0.0090629522777691)","(-0.0133875909857052, 0.0066124090142948)","(0.0127769468374441, 0.0327769468374441)","(0.008394139733121002, 0.028394139733121)","(0.017196088529795102, 0.0371960885297951)","(0.004265452256185, 0.024265452256185)","(-0.0033201798725057, 0.0166798201274943)","(-0.0309512411924047, -0.010951241192404699)","(0.0041103456588989, 0.0241103456588989)","(-0.0116524471257083, 0.008347552874291701)","(-0.029019111247374198, -0.009019111247374199)","(-0.023424429314748002, -0.003424429314748)","(-0.0254852669998282, -0.0054852669998282)","(0.008915452937434199, 0.0289154529374342)","(0.0277667549628803, 0.047766754962880305)","(0.030159682709603196, 0.0501596827096032)","(0.031858919317717796, 0.0518589193177178)","(0.035132828375486196, 0.0551328283754862)","(0.0582761890968567, 0.0782761890968567)","(0.045581770129515996, 0.06558177012951599)","(-0.0404572946192598, -0.020457294619259797)","(-0.019742710301095798, 0.00025728969890420096)","(0.0016150626243146993, 0.0216150626243147)"
