0,1.28480,1.28480,0.99926,0.99926,0.92684,0.98219,0.98219,1.1494,1.06290,0.96060,1
1,1.13840,1.13840,0.96024,0.96024,0.94873,0.94077,0.94077,1.2150,1.01810,0.89024,1
2,0.96528,0.96528,0.94021,0.94021,0.95089,0.92409,0.92409,1.0712,0.85533,0.95366,1
3,1.41930,1.41930,1.01720,1.01720,0.87146,1.01930,1.01930,1.3106,1.06020,1.10530,2
4,1.16110,1.16110,1.01600,1.01600,0.87461,1.01060,1.01060,1.2767,1.04280,1.15170,2
5,1.31260,1.31260,0.98798,0.98798,0.89651,0.91859,0.91859,1.3720,1.10990,1.13050,2
6,1.01840,1.01840,1.00460,1.00460,0.94410,0.96778,0.96777,1.4595,1.04130,1.02920,3
7,1.29900,1.29900,0.99025,0.99025,0.94800,0.96471,0.96470,1.3624,0.77534,1.04770,3
8,1.30810,1.30810,0.93549,0.93549,0.94881,0.79565,0.79565,1.3071,1.04550,1.10830,3
9,1.23640,1.23640,0.87292,0.87292,0.96888,0.73967,0.73967,1.4149,1.01780,0.98076,3
10,1.02470,1.02470,0.91493,0.91493,0.89958,1.02270,1.02270,1.1527,1.08470,0.87638,1
11,1.37290,1.37290,0.88354,0.88354,0.80102,1.15910,1.15910,1.3455,1.20170,1.29700,2
12,1.15640,1.15640,0.66097,0.66097,0.78686,1.20520,1.20520,1.3050,1.25450,1.28660,2
13,1.17460,1.17460,1.11810,1.11810,0.81813,1.12800,1.12800,1.2629,1.17330,0.98823,2
14,1.42140,1.42140,0.85836,0.85836,0.79349,1.21210,1.21210,1.3375,1.23670,1.04570,3
15,1.44050,1.44050,0.98964,0.98964,0.77857,1.21830,1.21830,1.6020,1.28550,1.03640,3
16,1.54430,1.54430,0.94218,0.94218,0.79407,1.17500,1.17500,1.3477,1.21770,1.14530,3
17,1.50260,1.50260,1.08340,1.08340,0.79737,1.16680,1.16680,1.4003,1.18090,1.15650,3
18,1.57170,1.57170,0.64949,0.64949,0.81897,1.11520,1.11520,1.4404,1.17910,1.03600,3
19,1.32590,1.32590,0.67951,0.67951,0.81730,1.13090,1.13090,1.4477,1.20370,0.99731,3
20,1.30870,1.30870,0.67415,0.67415,0.80438,1.13910,1.13910,1.4976,1.22200,1.18230,3
21,1.02900,1.02900,0.69755,0.69755,0.89858,1.00320,1.00320,1.1183,1.11190,1.00420,1
22,1.42550,1.42550,0.78894,0.78894,0.89636,1.01200,1.01200,1.1223,1.07000,1.01940,1
23,1.39430,1.39430,0.98272,0.98272,0.80593,1.13970,1.13970,1.2307,1.17390,1.04800,2
24,1.52910,1.52910,1.03720,1.03720,0.80136,1.15110,1.15110,1.2311,1.17000,1.09950,2
25,1.57480,1.57480,1.08860,1.08860,0.76449,1.23780,1.23780,1.33390,1.3150,1.17800,3
26,1.48560,1.48560,1.14650,1.14650,0.74891,1.28250,1.28250,1.33690,1.3275,1.21520,3
27,1.46030,1.46030,1.18780,1.18780,0.73997,1.30260,1.30260,1.34140,1.3271,1.22340,3
28,1.17730,1.17730,1.03590,1.03590,0.90214,1.03240,1.03240,1.17520,1.0256,0.98512,1
29,1.13040,1.13040,1.09550,1.09550,0.80908,1.12500,1.12500,1.34480,1.1707,1.04850,2
30,1.49260,1.49260,1.14920,1.14920,0.80946,1.10860,1.10860,1.38430,1.1802,1.03090,2
31,1.26650,1.26650,1.04580,1.04580,0.81767,1.10640,1.10640,1.39970,1.1346,1.01570,2
32,1.30590,1.30590,1.11080,1.11080,0.81790,1.10590,1.10590,1.41120,1.1508,1.00910,2
33,1.27610,1.27610,1.06240,1.06240,0.82170,1.10350,1.10350,1.41520,1.2003,1.01970,2
34,1.26400,1.26400,1.07420,1.07420,0.80975,1.15490,1.15490,1.50950,1.1897,1.03260,3
35,0.98330,0.98330,1.02420,1.02420,0.80475,1.14030,1.14030,1.61450,1.2306,1.00290,3
36,1.26570,1.26570,1.04900,1.04900,0.80476,1.13710,1.13710,1.61470,1.2333,1.03960,3
37,1.44720,1.44720,1.16700,1.16700,0.80382,1.13700,1.13690,1.75010,1.1797,1.05090,3
38,1.51550,1.51550,1.06890,1.06890,0.79629,1.13570,1.13570,1.61300,1.2113,1.03490,3
39,1.19810,1.19810,0.92436,0.92436,0.93656,0.90595,0.90595,1.22560,1.0519,0.99453,1
40,1.18530,1.18530,0.89063,0.89063,0.93011,0.93077,0.93077,1.06810,1.0365,0.93976,1
41,1.20550,1.20550,1.04920,1.04920,0.92786,0.93341,0.93341,1.01120,1.0450,0.98403,1
42,1.16330,1.16330,1.06850,1.06850,0.92362,0.93984,0.93984,0.96855,1.0202,0.99150,1
43,0.96099,0.96099,0.96634,0.96634,0.83961,1.04590,1.04600,1.00310,1.0792,1.08550,2
