1.4149,1.133,1.4582,1.0156,0.98076,1.03,1.2371,0.95408,0.99443,1.012,1.1607,1.2422,0.73967,0.87292,1.5296,1.2633,1.3416,0.85876,1.2364,1.057,1.239,0.98247,0.96888,0.94347,1.057,0.9621,1.2794,1.041,0.73967,0.87292,1.2364,1.0178,1.55,3
1.1527,1.1306,1.05,0.90103,0.87638,0.99604,1.3975,0.98086,0.99692,0.97742,1.0845,0.77284,1.0227,0.91493,3.4189,1.149,1.1906,1.2079,1.0247,0.99067,0.98744,0.83507,0.89958,1.0877,1.0163,0.8225,1.2974,0.97065,1.0227,0.91493,1.0247,1.0847,1.2686,1
1.3455,1.2944,1.1987,1.218,1.297,1.1136,1.5347,1.2381,1.1934,1.1095,1.4635,0.90909,1.1591,0.88354,3.1178,1.0608,1.056,0.91598,1.3729,1.1547,1.2425,1.0797,0.80102,1.1844,1.1817,1.0994,1.4954,1.0725,1.1591,0.88354,1.3729,1.2017,1.3545,2
1.305,1.2536,1.2314,1.2802,1.2866,0.9965,1.499,1.1811,1.21,1.1137,1.4913,0.84375,1.2052,0.66097,2.5116,1.0193,0.99528,0.89515,1.1564,1.1545,1.1368,1.1339,0.78686,1.1106,1.2092,1.1973,1.479,1.0782,1.2052,0.66097,1.1564,1.2545,1.3602,2
1.2629,1.0571,1.2407,1.0371,0.98823,1.0822,1.459,1.0133,1.0606,0.99691,1.2218,0.6762,1.128,1.1181,1.6827,0.97293,0.81043,0.87785,1.1746,0.95447,0.9386,0.92815,0.81813,1.0836,1.0496,0.98998,1.3807,1.0948,1.128,1.1181,1.1746,1.1733,1.3818,2
1.3375,1.3879,1.3296,1.0051,1.0457,0.99677,1.491,1.0913,1.1133,1.0508,1.3348,0.62329,1.2121,0.85836,1.7006,0.93595,0.69185,0.88027,1.4214,1.048,1.0434,1.0047,0.79349,1.0791,1.1322,1.1698,1.254,1.1539,1.2121,0.85836,1.4214,1.2367,1.4721,3
1.602,1.7344,1.3311,1.2247,1.0364,1.0292,1.1499,1.0853,1.1207,1.029,1.2207,0.72486,1.2183,0.98964,1.668,0.68112,0.68909,0.76389,1.4405,1.0144,1.0202,0.89901,0.77857,1.0696,1.1265,0.92044,1.2817,1.1557,1.2183,0.98964,1.4405,1.2855,1.5246,3
1.3477,1.1336,1.3367,1.1315,1.1453,0.94396,1.3769,1.0283,1.004,0.95453,0.92921,0.66643,1.175,0.94218,1.6481,0.66384,0.67518,0.62625,1.5443,0.95746,0.95472,0.88288,0.79407,1.0621,1.0673,0.95821,1.4068,1.1622,1.175,0.94218,1.5443,1.2177,1.5876,3
1.4003,1.4019,1.3415,1.1551,1.1565,1.0081,1.3946,1.1001,1.0798,1.0967,1.1967,0.70118,1.1668,1.0834,1.4453,0.64512,0.64852,0.62384,1.5026,1.0147,1.0243,1.0599,0.79737,1.0421,1.1448,1.1697,1.445,1.1707,1.1668,1.0834,1.5026,1.1809,1.6492,3
1.4404,1.4393,1.3553,1.0343,1.036,1.0333,1.4169,1.0551,1.0293,0.52921,1.1993,0.62331,1.1152,0.64949,1.369,0.57689,0.62196,0.59,1.5717,0.94157,0.94301,0.94221,0.81897,1.0144,1.0961,1.0088,1.2899,1.1729,1.1152,0.64949,1.5717,1.1791,1.6979,3
1.4477,1.4499,1.3553,1.0096,0.99731,1.0138,1.0811,1.1079,0.99483,0.6813,0.8984,0.40384,1.1309,0.67951,1.0478,0.5714,0.60073,0.46805,1.3259,0.73962,0.72765,0.84971,0.8173,0.98362,1.1403,0.97163,1.2176,1.1754,1.1309,0.67951,1.3259,1.2037,1.7278,3
1.4976,1.5248,1.3568,1.1321,1.1823,1.0852,1.3939,1.0615,1.0308,0.9327,1.1383,0.62179,1.1391,0.67415,0.93061,0.55728,0.48864,0.43971,1.3087,1.0189,0.98705,1.0872,0.80438,0.97009,1.0596,1.1103,1.1445,1.2274,1.1391,0.67415,1.3087,1.222,1.7388,3
1.1183,1.1981,1.0841,1.0035,1.0042,1.0186,1.2091,0.97014,0.97847,0.9238,1.5518,1.1166,1.0032,0.69755,1.2498,0.94624,0.94859,0.89359,1.029,0.96782,0.9725,0.87105,0.89858,0.96798,0.9739,0.7685,1.2045,1.0061,1.0032,0.69755,1.029,1.1119,1.2924,1
1.1223,1.1775,1.0596,1.022,1.0194,1.0094,1.0948,0.96577,0.99261,0.98685,1.2707,1.175,1.012,0.78894,1.1929,0.94647,0.96574,0.89498,1.4255,0.98404,0.9806,0.90007,0.89636,0.99294,0.95973,0.94554,1.251,1.033,1.012,0.78894,1.4255,1.07,1.3052,1
1.2307,1.2806,1.1538,1.0565,1.048,1.0095,0.93136,1.0376,1.0296,0.82241,1.2504,1.2921,1.1397,0.98272,1.3142,1.05,1.0994,0.9905,1.3943,1.0724,1.0692,0.85341,0.80593,1.0315,1.037,0.92273,1.211,1.1408,1.1397,0.98272,1.3943,1.1739,1.4055,2
1.2311,1.2695,1.1499,1.0964,1.0995,1.0717,1.258,1.0692,1.0836,0.99911,1.1234,1.3433,1.1511,1.0372,1.313,1.0753,1.1015,0.99726,1.5291,1.1154,1.116,1.0702,0.80136,1.0522,1.0792,1.0786,1.1152,1.1718,1.1511,1.0372,1.5291,1.17,1.4247,2
1.3339,1.1878,1.2028,1.1796,1.178,1.0459,1.3384,1.1748,1.1534,1.1021,1.5008,1.3613,1.2378,1.0886,1.3019,1.1228,1.1361,1.036,1.5748,1.2226,1.2227,1.0498,0.76449,1.1448,1.1792,1.1593,1.3816,1.2935,1.2378,1.0886,1.5748,1.315,1.4931,3
1.3369,1.3804,1.1892,1.2139,1.2152,1.0788,1.2059,1.161,1.1482,0.96917,1.5695,1.1485,1.2825,1.1465,1.0345,1.1065,1.1169,1.0548,1.4856,1.1532,1.1579,1.0622,0.74891,1.1506,1.164,1.1371,1.2353,1.3301,1.2825,1.1465,1.4856,1.3275,1.5016,3
1.3414,1.392,1.1735,1.222,1.2234,1.0576,1.1785,1.1579,1.1598,1.0309,1.5089,1.1255,1.3026,1.1878,1.0038,1.1293,1.147,1.0358,1.4603,1.1575,1.1609,1.1138,0.73997,1.1368,1.1691,1.0976,1.1933,1.3569,1.3026,1.1878,1.4603,1.3271,1.5016,3
1.1752,1.1477,0.89495,0.98745,0.98512,1.0446,1.0552,0.9815,0.98378,0.89769,1.0633,1.0316,1.0324,1.0359,0.96868,1.0292,1.278,1.1547,1.1773,0.98342,0.99069,0.85531,0.90214,0.98645,0.9874,0.90585,1.0291,1.0184,1.0324,1.0359,1.1773,1.0256,1.3076,1
1.3448,1.2914,0.91753,1.0446,1.0485,1.0646,1.1538,1.091,1.057,1.1572,1.1016,1.1459,1.125,1.0955,1.0007,1.1389,1.2635,1.081,1.1304,1.0881,1.0943,1.0798,0.80908,1.0544,1.0977,1.0985,1.1375,1.1148,1.125,1.0955,1.1304,1.1707,1.4246,2
1.3843,1.3997,1.1487,1.0324,1.0309,1.0314,1.1332,1.0703,1.0366,1.0353,1.1923,1.1876,1.1086,1.1492,1.01,1.1661,1.1856,0.99258,1.4926,1.0634,1.0656,1.0778,0.80946,1.0395,1.0731,1.1157,1.2013,1.1125,1.1086,1.1492,1.4926,1.1802,1.4709,2
1.3997,1.4162,1.1654,1.0119,1.0157,1.0245,1.2061,1.0627,1.0086,1.0116,1.2016,1.2185,1.1064,1.0458,1.0157,1.1689,1.1413,1.059,1.2665,1.0627,1.0757,1.0609,0.81767,1.018,1.0754,1.0864,1.2169,1.1081,1.1064,1.0458,1.2665,1.1346,1.5268,2
1.4112,1.4357,1.1948,1.0002,1.0091,1.0222,1.2573,1.0173,0.98589,0.95058,1.227,1.2808,1.1059,1.1108,1.0282,1.1709,1.1284,1.0277,1.3059,1.009,1.0259,1.0233,0.8179,1.0137,1.0332,1.0164,1.2932,1.0994,1.1059,1.1108,1.3059,1.1508,1.5875,2
1.4152,1.4557,1.2293,1.0167,1.0197,0.99919,1.2204,1.0135,1.0158,1.0055,1.245,1.2222,1.1035,1.0624,1.1858,1.1809,1.1202,1.0261,1.2761,1.001,1.0186,1.0067,0.8217,1.0121,1.0278,1.0304,1.24,1.0982,1.1035,1.0624,1.2761,1.2003,1.6461,2
1.5095,1.6562,1.4802,0.99144,1.0326,1.0058,1.2033,0.97107,1.0179,0.96006,1.2085,1.1871,1.1549,1.0742,1.2718,1.1909,1.1058,1.0217,1.264,0.97874,1.0288,0.94181,0.80975,1.048,1.0176,0.93961,1.188,1.1508,1.1549,1.0742,1.264,1.1897,1.7488,3
1.6145,1.8047,1.4993,1.0005,1.0029,1.0027,0.85974,1.0116,1.0083,0.82889,0.87045,0.86914,1.1403,1.0242,1.2885,1.2209,1.0889,1.0201,0.9833,1.0029,1.0152,0.95897,0.80475,1.0356,1.0207,0.99242,0.88508,1.148,1.1403,1.0242,0.9833,1.2306,1.786,3
1.6147,1.923,1.5822,1.0362,1.0396,0.9416,1.2661,1.0073,1.0387,0.98037,1.2915,1.337,1.1371,1.049,1.2945,1.2471,1.0701,1.0111,1.2657,1.0134,1.0358,1.033,0.80476,1.0281,1.029,1.0252,1.3226,1.1447,1.1371,1.049,1.2657,1.2333,1.8096,3
1.7501,2.112,1.5842,1.0449,1.0509,0.9125,1.2188,1.0386,1.0556,0.91048,1.1918,1.2104,1.137,1.167,1.3868,1.3389,1.0599,0.9792,1.4472,1.0174,1.0228,0.89487,0.80382,1.0103,1.0419,0.95386,1.2144,1.1441,1.1369,1.167,1.4472,1.1797,1.8212,3
1.613,2.253,1.6057,1.0311,1.0349,0.90879,1.2137,1.0367,1.0541,0.88277,1.2172,1.2982,1.1357,1.0689,1.3924,1.3554,1.1621,0.89933,1.5155,1.0091,1.0126,0.93607,0.79629,0.97803,1.0374,0.96697,1.3096,1.1343,1.1357,1.0689,1.5155,1.2113,1.6898,3
1.2256,1.1333,1.141,1.0134,0.99453,1.0073,0.99631,0.99289,1.003,0.97469,1.0239,0.98893,0.90595,0.92436,0.93988,0.96643,0.88209,0.95668,1.1981,0.99419,0.96096,0.9909,0.93656,1.0136,0.96494,1.023,1.0372,0.91578,0.90595,0.92436,1.1981,1.0519,1.287,1
1.0681,1.2132,0.84022,0.94363,0.93976,1.0234,1.005,0.8722,0.93316,0.96849,1.0167,1.0031,0.93077,0.89063,0.96944,0.74539,0.73734,1.0112,1.1853,0.88325,0.87938,0.9326,0.93011,0.94605,0.86154,0.91283,1.0043,0.91731,0.93077,0.89063,1.1853,1.0365,1.2931,1
1.0112,1.0439,0.92697,0.99096,0.98403,1.1308,1.023,0.86473,0.97352,1.1217,0.99485,1.0037,0.93341,1.0492,1.0387,0.64672,0.6595,0.97631,1.2055,0.8903,0.89886,1.0102,0.92786,0.98291,0.87361,1.0035,0.96571,0.91942,0.93341,1.0492,1.2055,1.045,1.3062,1
0.96855,1.0441,0.86907,1.0035,0.9915,1.0818,1.0535,0.8602,0.97401,1.0823,1.0055,1.0605,0.93984,1.0685,1.0717,0.61028,0.62172,0.75724,1.1633,0.88512,0.88434,0.95394,0.92362,0.98759,0.85822,0.9788,1.0564,0.92517,0.93984,1.0685,1.1633,1.0202,1.3308,1
1.0031,1.0194,1.0367,1.0844,1.0855,1.1546,1.1993,0.93474,1.0711,1.1542,1.1572,1.1762,1.0459,0.96634,1.2082,0.59213,0.60557,0.80129,0.96099,0.96111,0.96486,1.0671,0.83961,1.0701,0.93936,1.07,1.1926,1.0283,1.046,0.96634,0.96099,1.0792,1.4513,2
0.98409,1.022,0.8977,1.0793,1.0739,1.1468,1.1274,0.90974,1.0673,1.0912,1.1349,1.1699,1.0546,1.0061,1.2467,0.58791,0.58324,0.83741,1.3099,0.95334,0.95697,1.0168,0.83864,1.0734,0.91627,0.96372,1.1296,1.038,1.0546,1.0061,1.3099,1.1184,1.501,2
0.9449,1.0125,0.83416,1.071,1.0649,1.1185,1.2688,0.93436,1.038,1.1586,1.1863,1.2827,1.0567,1.1034,1.2664,0.58693,0.57823,0.86413,1.2959,0.9842,0.97875,1.0681,0.83711,1.0503,0.92829,1.1155,1.2566,1.0787,1.0567,1.1034,1.2959,1.0168,1.5552,2
0.9341,1.0634,0.80845,1.1216,1.1102,1.1,1.2768,1.0027,1.1123,1.1495,1.2471,1.3008,1.1227,1.1187,1.3611,0.55646,0.57511,1.0643,1.5914,1.0502,1.0524,1.1653,0.81187,1.1202,1.0095,1.1127,1.3136,1.15,1.1227,1.1187,1.5914,1.1745,1.6576,3
0.96866,1.1008,0.79319,1.1683,1.1619,1.1494,1.5137,1.0439,1.1549,1.119,1.4584,1.3427,1.1542,1.175,1.3664,0.54128,0.5599,0.88278,1.3733,1.0733,1.073,1.113,0.80743,1.1639,1.0467,1.1592,1.5167,1.1553,1.1542,1.175,1.3733,1.1566,1.695,3
0.95662,1.0188,0.84983,1.1971,1.1861,1.1397,1.3967,1.0569,1.1916,1.183,1.3816,1.2666,1.1575,0.93716,1.3729,0.53237,0.55953,0.90826,1.6351,1.069,1.0781,1.0982,0.80053,1.1992,1.0614,1.0569,1.3316,1.1751,1.1571,0.93716,1.6351,1.2135,1.7164,3
1.0351,1.0935,0.97559,1.1807,1.1529,1.127,1.2616,1.063,1.1561,1.1647,1.2566,1.2197,1.166,1.0343,1.3823,0.51651,0.52832,0.88798,1.3565,1.0566,1.0464,1.0829,0.79461,1.1854,1.0523,1.0506,1.2842,1.1854,1.166,1.0343,1.3565,1.1819,1.7239,3
1.156,1.1571,1.0886,1.0419,1.036,1.0709,1.048,1.0051,0.99417,1.1013,1.0085,1.0536,1.0133,1.1803,1.0409,1.0223,0.72159,1.0011,1.2999,1.0293,0.99707,1.1313,0.89432,1.0156,1.0079,1.1025,1.0355,1.0058,1.0133,1.1803,1.2999,1.1124,1.3504,1
1.1901,1.1636,1.1938,1.0841,1.0789,1.0377,1.067,0.96647,1.0602,1.0032,1.1236,1.0998,1.0204,1.1589,0.99705,0.98167,0.80392,0.99781,1.0668,1.0006,0.98727,1.0012,0.89402,1.0488,0.99374,1.0432,1.12,1.0162,1.0204,1.1589,1.0668,1.1229,1.4443,1
1.3688,1.1769,1.3431,1.2305,1.2135,1.1016,1.2307,1.0994,1.1996,1.071,1.3587,1.1833,1.1737,1.104,1.0581,1.0923,0.94504,0.96671,1.331,1.142,1.1301,0.94734,0.7915,1.1903,1.1311,0.99694,1.2113,1.1776,1.1737,1.104,1.331,1.2679,1.6887,3
1.3298,1.334,1.2783,1.1256,1.1288,1.0598,1.2291,1.0048,1.1135,0.9381,1.1783,1.1382,1.1291,1.0981,0.96906,0.99491,0.90335,1.0425,1.2165,1.0674,1.0591,0.9539,0.81153,1.0994,1.0684,1.0457,1.1334,1.1298,1.1291,1.0981,1.2165,1.1669,1.6632,2
1.3509,1.336,1.3215,1.1357,1.1248,1.0421,1.0871,0.98367,1.1054,1.0649,1.0993,1.0504,1.132,1.1118,0.93998,0.97168,0.93983,1.031,1.2066,1.0933,1.0819,0.91451,0.80777,1.0973,1.0535,1.0433,1.074,1.1314,1.132,1.1118,1.2066,1.1941,1.7601,2
1.3658,1.3478,1.3373,1.1424,1.1339,1.0207,0.95062,1.0487,1.0931,0.90341,1.149,0.89993,1.1328,1.0981,0.99876,0.9361,0.98562,1.0286,0.91827,1.0828,1.0733,0.93239,0.80731,1.116,1.0386,0.93497,1.0994,1.1404,1.1328,1.0981,0.91827,1.1854,1.8317,2
1.4032,1.3831,1.3545,1.1854,1.1829,1.0199,1.1,1.0579,1.1487,1.0258,1.1461,1.0589,1.1385,1.0823,1.2328,0.93172,0.99132,1.0189,1.1856,1.1378,1.1306,0.916,0.80509,1.1261,1.1,0.84773,0.9186,1.1437,1.1385,1.0823,1.1856,1.2231,1.8782,2
1.4379,1.4376,1.3833,1.2153,1.2104,1.0185,1.1192,1.0995,1.1801,1.0372,1.1871,1.0734,1.1556,1.0722,1.2024,0.89147,0.99817,0.9844,1.3676,1.1596,1.1475,0.84994,0.79852,1.1652,1.1218,0.88818,1.0909,1.1917,1.1556,1.0722,1.3676,1.1835,1.9045,2
1.4416,1.4449,1.3252,1.2459,1.2375,1.0156,0.91945,1.0659,1.2102,1.0497,1.1419,0.89511,1.1637,1.0592,0.98315,0.89028,1.0455,0.95625,0.93692,1.1786,1.1725,0.9788,0.79599,1.2024,1.1019,1.1552,0.93054,1.1969,1.1637,1.0592,0.93692,1.177,1.9166,2
1.5412,1.5716,1.3925,1.1651,1.1554,1.0037,1.1268,1.0957,1.1515,1.1174,1.197,1.1048,1.2193,1.0837,1.033,0.91572,1.1033,0.94867,1.2262,1.2539,1.2309,0.96842,0.77101,1.2302,1.1065,1.1403,1.203,1.2746,1.2193,1.0837,1.2262,1.2215,1.9211,3
1.5456,1.6285,1.5054,1.1831,1.1749,0.99069,1.1456,1.1005,1.1782,1.0425,1.1931,1.1153,1.2389,1.0235,1.2739,0.85599,1.1054,0.84708,1.5782,1.1169,1.2429,1.0153,0.76353,1.1755,1.1118,1.2058,1.1418,1.291,1.2389,1.0235,1.5782,1.3115,1.9222,3
1.107,1.1227,1.0403,1.0184,1.0119,1.0143,1.0026,0.99267,1.0126,1.0219,0.96394,1.2758,1.0019,0.91514,1.6363,1.0159,1.0074,0.99655,0.9725,0.99814,1.0043,1.0541,0.90487,1.0001,1.0037,1.0281,1.1026,1.0198,1.0019,0.91514,0.9725,1.0515,1.2824,1
1.0477,1.0997,1.0426,1.026,1.0165,1.0192,1.0441,0.9729,1.0005,0.97342,1.0356,1.3598,1.0083,1.0021,1.5956,0.89522,0.90629,0.9731,1.168,0.99043,0.99177,1.037,0.89877,1.0035,0.97899,1.0233,1.1919,1.0108,1.0083,1.0021,1.168,1.1009,1.2849,1
1.0723,1.0916,1.0855,1.0102,1.0003,1.032,0.94395,0.93635,0.99968,0.9721,1.0377,1.2478,1.0088,1.0802,1.4528,0.77254,0.74922,0.9291,0.95894,0.93101,0.91513,0.90719,0.89517,1.0059,0.92397,0.92673,1.157,1.0051,1.0088,1.0802,0.95894,1.082,1.2935,1
1.0576,1.0672,1.0862,0.99745,1.0023,1.0591,0.99959,0.9271,1.0094,0.98067,1.0855,1.2432,1.0206,1.0587,1.4517,0.74231,0.74918,0.89841,1.1396,0.94004,0.94609,0.99966,0.89348,1.009,0.9384,0.99636,1.1208,1.0045,1.0206,1.0587,1.1396,1.0987,1.3084,1
1.1959,1.0577,1.1873,1.1338,1.1304,1.1268,1.1666,1.0348,1.1344,1.0842,1.1179,1.3596,1.1382,1.1418,1.5676,0.81178,0.80936,0.94993,1.1683,1.0465,1.0424,1.0396,0.80716,1.1129,1.0356,1.0858,1.2665,1.0975,1.1382,1.1418,1.1683,1.1997,1.4106,2
1.1744,1.0356,1.198,1.1453,1.1451,1.1274,1.1924,0.98998,1.1417,1.1658,1.1103,1.3346,1.1408,1.1645,1.567,0.69694,0.80096,0.88515,1.2269,0.98476,0.97821,0.95895,0.80566,1.1341,0.98858,0.96679,1.2639,1.0735,1.1408,1.1645,1.2269,1.1712,1.4332,2
1.1279,1.0245,1.2073,1.1578,1.1523,1.1307,1.1941,1.0217,1.144,1.0883,1.2384,1.3315,1.1416,1.0758,1.5057,0.66197,0.67218,0.86332,1.4958,1.0402,1.0408,1.0772,0.80397,1.1367,1.0254,1.0375,1.2464,1.073,1.1416,1.0758,1.4958,1.2143,1.4557,2
1.058,1.0188,1.2758,1.2174,1.2168,1.0865,1.1866,1.0483,1.1912,1.1891,1.2053,1.3324,1.1993,1.2217,1.5435,0.59856,0.62089,0.6215,1.3949,1.0628,1.0748,1.1082,0.78106,1.1812,1.0654,1.0814,1.2435,1.1224,1.1993,1.2217,1.3949,1.3162,1.5279,3
1.0674,1.0024,1.312,1.2084,1.2052,1.0971,1.1568,1.0271,1.2014,1.21,0.89567,1.1677,1.2027,1.1784,1.4462,0.57243,0.5876,0.54301,1.4004,1.0262,1.0243,1.1456,0.78079,1.1825,1.0283,1.0846,0.87859,1.122,1.2027,1.1784,1.4004,1.239,1.5423,3
1.356,0.99455,1.3405,1.1841,1.1882,1.1086,1.1227,1.0167,1.1865,1.1494,1.1243,1.1319,1.2029,1.1099,1.4403,0.55057,0.56014,0.49484,1.3892,1.0165,1.0161,1.0878,0.78056,1.1837,1.0185,1.1462,0.85064,1.1135,1.2029,1.1099,1.3892,1.2146,1.5506,3
1.3169,0.97652,1.386,1.1433,1.1334,1.1185,1.1579,1.0461,1.1393,1.1447,1.1334,1.0925,1.2318,1.1669,1.0324,0.53955,0.54979,0.49202,1.4397,0.99171,0.99668,1.0811,0.77001,1.2002,1.0492,1.1578,0.86034,1.1083,1.2318,1.1669,1.4397,1.2254,1.5536,3
1.1462,1.284,1.1374,1.0107,0.99375,1.0356,0.97838,0.99272,0.99325,0.99461,0.98646,0.95105,0.99562,0.99509,1.0523,0.83663,1.0503,1.0192,1.158,0.99781,0.99568,0.99919,0.91577,0.97789,0.98959,1.0008,0.97906,0.9743,0.99562,0.99509,1.158,0.99651,1.2293,1
1.2177,1.1883,1.2008,0.99281,0.98148,1.0248,0.97445,0.98561,0.96809,1.0268,0.97777,1.0165,0.99363,0.98928,1.0391,0.8853,1.0109,0.92208,0.96021,1.012,1.0177,1.0928,0.91323,0.99725,0.99098,0.99462,0.97748,0.97847,0.99363,0.98928,0.96021,1.0331,1.2319,1
1.1975,1.1873,1.0534,1.0123,1.0013,0.99967,1.1107,0.9693,1.0047,0.88803,1.0864,1.0712,0.99207,0.97276,1.0245,0.88746,1.0013,1.0401,1.1068,0.98907,0.98991,1.0086,0.91288,0.9988,0.97073,0.97068,1.0359,0.99573,0.99207,0.97276,1.1068,1.0763,1.2359,1
1.0899,1.1873,1.0514,1.0297,1.0125,0.9846,1.1475,0.96845,1.002,0.99043,1.0902,1.0702,0.98845,0.96163,1.0162,0.89842,0.97907,0.95336,1.14,0.99393,1.0004,0.96455,0.90853,1.0087,0.97746,0.93556,1.024,1.005,0.98845,0.96163,1.14,1.0036,1.2425,1
1.2398,1.2684,1.1426,1.124,1.1108,1.0342,1.2279,1.1159,1.1089,0.982,1.2234,1.2015,1.082,1.0463,1.0092,0.99168,1.0491,1.0667,1.1895,1.1153,1.1176,1.0502,0.8239,1.1125,1.1162,1.0324,1.1866,1.11,1.082,1.0463,1.1895,1.1022,1.2498,2
1.2095,1.261,1.1311,1.1131,1.106,1.0321,1.2488,1.0898,1.1104,0.99474,1.2197,1.2036,1.081,1.0335,1.0054,1.0088,1.0416,1.0005,1.2047,1.0982,1.0975,1.0451,0.82255,1.1137,1.0896,1.0473,1.1793,1.1131,1.081,1.0335,1.2047,1.1298,1.258,2
1.2088,1.2541,1.1413,1.0959,1.0868,1.0291,1.1809,1.1036,1.0851,0.96706,1.1582,1.1545,1.0714,1.0321,1.0005,1.0107,1.0376,1.0677,1.2645,1.1145,1.1187,1.0564,0.82212,1.116,1.1056,1.0328,1.1193,1.1133,1.0714,1.0321,1.2645,1.0574,1.2674,2
1.2192,1.2416,1.1397,1.1039,1.0984,1.0261,1.1992,1.1019,1.1048,0.96836,1.1826,1.167,1.0625,1.0088,0.99316,1.0417,1.024,1.0287,1.2505,1.1068,1.1129,1.0204,0.82016,1.1167,1.1038,1.0116,1.1439,1.1282,1.0625,1.0088,1.2505,1.1622,1.3564,2
1.2139,1.239,1.171,1.0971,1.0802,1.0234,1.2144,1.0757,1.1114,0.99716,1.1921,1.1799,1.0619,0.99061,0.9623,1.0455,1.0178,1.0631,1.1407,1.0883,1.0873,0.99321,0.8184,1.1175,1.0742,0.98988,1.1694,1.1352,1.0619,0.99061,1.1407,1.1545,1.3692,2
1.1048,1.1366,1.1993,1.1447,1.1317,1.0417,1.2942,1.1163,1.1303,1.0254,1.2815,1.1955,1.1106,1.0165,0.91158,1.1018,1.0157,1.0588,1.2797,1.1291,1.119,1.1566,0.79622,1.1613,1.1137,1.1279,1.1922,1.1906,1.1106,1.0165,1.2797,1.1738,1.2945,3
1.3459,1.1026,1.2612,1.1534,1.1301,1.0268,1.1917,1.1455,1.1251,0.96851,1.1671,1.2021,1.1035,1.005,0.90216,1.1338,1.0041,1.0657,0.98947,1.1591,1.1637,1.1074,0.79361,1.1661,1.1512,1.0279,1.1726,1.2249,1.1035,1.005,0.98947,1.1873,1.2973,3
1.127,1.1296,1.0936,0.94607,0.93434,0.83222,1.2444,0.85498,0.95208,1.0181,1.3418,1.7702,1.0214,0.85017,3.5337,0.93174,0.73394,0.9662,1.1842,0.84515,0.78519,1.1247,0.89678,0.8828,0.79959,0.9764,1.7011,0.94672,1.0214,0.85017,1.1842,1.1077,1.3217,1
