,min,max,mean,std
EMG_EMG_Mean,-0.417514410353845,11.3924132427023,0.03776675496288038,1.1392756908291464
EMG_EMG_StdDev,-0.327763714416755,25.7171909687258,0.04015968270960325,1.3006042511846805
EMG_EMG_RMS,-0.39648167800981,17.2165798558437,0.04185891931771784,1.2028339786277449
EMG_EMG_Amp,-0.348512596470452,20.5736277289482,0.04513282837548627,1.255573899062849
EMG_EMG_MNF,-0.82541026946466,14.4217150710232,0.06827618909685675,1.1797508136754828
EMG_EMG_MDF,-0.846447080230361,15.8141644611338,0.055581770129516046,1.1424299204089337
EMG_EMG_IMNF,-0.52686287721115,9.66039978041395,-0.030457294619259865,0.9283551066850669
Age,-2.2298444615904,2.18625944559428,-0.009742710301095879,0.9865172527922232
BMI,-1.90045002052375,2.60130693488804,0.011615062624314769,0.9969350535249809
Fatigue_level,3.0,3.0,3.0,0.0
Subject,1.0,30.0,14.092240117130308,9.179953046524485
