Features,min,max,mean,std
IMU1_GyroX_Mean,-389.25166371192,359.368822140071,0.2875642337385487,44.479421062003624
IMU1_GyroX_StdDev,21.2268843692347,3906.12463041315,1039.899199053787,883.5144024330287
IMU1_GyroX_RMS,21.1962802114853,3904.5890626329206,1038.4420490038653,882.7128580169742
IMU1_GyroX_Amp,88.2737537511905,11373.5512943452,3593.985007151815,2496.0440290940705
IMU1_GyroY_Mean,-170.266180961922,138.11080719347402,-1.3374957454296392,35.87067377202812
IMU1_GyroY_StdDev,41.039981935173394,1224.07857662915,352.6710063263611,220.77095450231434
IMU1_GyroY_RMS,61.255302543008,1222.13139881901,356.3750513048434,219.12112713965348
IMU1_GyroY_Amp,126.73304293715,3876.8623510861207,1366.9602182784363,719.7186683077671
IMU1_GyroZ_Mean,-161.552559911536,221.85503603670298,1.147361507632726,30.009681720226908
IMU1_GyroZ_StdDev,16.8000556039799,998.712941387142,286.94871473229426,168.1207298257198
IMU1_GyroZ_RMS,16.7779026949459,996.994008474597,289.24976815942637,167.66000861954308
IMU1_GyroZ_Amp,86.5489970488104,3088.30734172265,1145.2911634522811,531.8580762804511
IMU1_AccX_Mean,-44.4431283968026,10.9545319922837,-4.10519648713518,9.333802882018105
IMU1_AccX_StdDev,3.84741541198066,55.548364454255,27.69376358265228,8.66402387529958
IMU1_AccX_RMS,3.99766807529014,56.7634876835013,29.091726281940584,10.24441685389087
IMU1_AccX_Amp,13.220347097546401,213.297055823873,118.54682908686677,34.44238746689074
IMU1_AccY_Mean,-25.688927704636804,9.03448123760857,-5.6107562614833855,7.9020698301919925
IMU1_AccY_StdDev,1.12952991467127,81.479356407309,35.84502263844944,14.61851933161329
IMU1_AccY_RMS,2.3701803866946296,84.4842983926908,36.84103931077672,15.146955697074805
IMU1_AccY_Amp,5.01926989826451,286.093697439293,144.6255985102075,55.67636512872264
IMU1_AccZ_Mean,-1.6670363605619898,44.0260444667523,8.8811806322189,10.27549509909924
IMU1_AccZ_StdDev,2.40336438539995,83.2416089345899,38.61885634200404,14.775654310732325
IMU1_AccZ_RMS,5.08016756901212,88.8392004671018,40.27406732188652,16.30492264975826
IMU1_AccZ_Amp,8.66387392778775,315.192037544495,154.90628256336637,50.07061924387805
IMU2_GyroX_Mean,-31.5051299968095,25.796675455489698,-0.12177081520864932,6.146579230089429
IMU2_GyroX_StdDev,7.202575840257371,481.49326940249705,191.1830148548391,122.85605203688822
IMU2_GyroX_RMS,8.45374641688705,481.451472075409,190.96951911755244,122.66415827427782
IMU2_GyroX_Amp,29.5842766956214,1682.56749585144,714.631718583325,422.47804207935593
IMU2_GyroY_Mean,-55.046941048688204,128.82427024700502,1.1441758138428666,10.255295059348086
IMU2_GyroY_StdDev,3.88373745467496,535.887992936201,198.84857725790732,119.56822396269091
IMU2_GyroY_RMS,4.00812807545569,534.708568554863,198.9543429112187,119.19949243611073
IMU2_GyroY_Amp,16.453314588917802,1944.80297910385,775.41027383188,473.9200778461394
IMU2_GyroZ_Mean,-39.138913764847004,26.229124501847302,0.03033835023545064,6.216439901096632
IMU2_GyroZ_StdDev,3.1827324631867002,466.166795676979,166.57034651523315,117.66632972483535
IMU2_GyroZ_RMS,3.6124111599037496,466.42555211701796,166.442206290486,117.51227555100893
IMU2_GyroZ_Amp,12.566442419724,1545.94315775461,621.9800421312013,413.9979329131269
IMU2_AccX_Mean,-3.37844256121,48.8973804617089,10.959436887521669,9.956212349634457
IMU2_AccX_StdDev,0.22639920852653697,26.768173059077,12.708904730956025,5.440152458663525
IMU2_AccX_RMS,4.79095461937519,53.200215893232205,17.938764746111534,9.38211803489956
IMU2_AccX_Amp,1.04783562736884,114.48782638823499,49.535127806362965,22.332347000493364
IMU2_AccY_Mean,-12.4004664903494,4.90993268619965,-0.8677155879289341,2.714905874771749
IMU2_AccY_StdDev,0.24868495835755602,40.9436019560205,10.716492080237472,5.7668541448293755
IMU2_AccY_RMS,0.716473110094779,40.829529139310104,11.09342115059872,5.73056282315478
IMU2_AccY_Amp,1.24125274286854,131.538249900908,41.01681829207429,20.156180813639857
IMU2_AccZ_Mean,0.398825831256726,56.9386467696685,10.310864391591313,14.711159018133628
IMU2_AccZ_StdDev,0.263684194709972,21.70056790923,10.533940239062021,3.7770642849513645
IMU2_AccZ_RMS,4.573418983332259,58.2499790024034,16.537110697150354,13.191249357458688
IMU2_AccZ_Amp,1.147416716537,109.74985038899,44.294151298171116,23.845895037391223
OFS_FIB_Mean,47.24702380952379,303.322784810126,143.9513558508342,60.80129035037649
OFS_FIB_StdDev,0.7175943492911321,85.25439951976651,49.28448208806784,12.499153828844605
OFS_FIB_RMS,-1591.78150707537,1258.76987645138,-22.104179678014205,384.83683601427083
OFS_FIB_ROM,17.950964946751398,1592.76022516112,172.35716215505443,348.4305871812564
OFS_FIB_tnorm,2.7165098175390203,221.052364336651,135.42586605368797,34.31747536230744
OFS_FIB_MNF,6.4087742363558e-05,1.66352394916536,0.35419069222919625,0.41500516951936123
OFS_FIB_MDF,0.0760271000913949,0.9047440779447271,0.25868334378383256,0.1981862874443536
OFS_FIB_IMNF,0.5835818618303821,3.24342352998963,1.0063547231335046,0.4308793157366454
EMG_EMG_Mean,0.6178499631051011,154.527574459254,7.44579587878125,14.649269720691056
EMG_EMG_StdDev,0.14728741022619699,135.174160697327,4.287762933781398,10.693401336824785
EMG_EMG_RMS,0.63515832950079,183.36372967780997,8.700082727850601,18.083811572183638
EMG_EMG_Amp,0.7131583751944179,485.04864546949204,15.880612980900349,38.64457516019882
EMG_EMG_MNF,0.0549698185844517,2.2179127451883702,0.36852283675191927,0.25441352120834304
EMG_EMG_MDF,0.0736929608982456,0.733522598673187,0.1828633874198303,0.08465814058265726
EMG_EMG_IMNF,5.88498654466596,53.357529070055705,8.189564078693616,4.6714618080935795
Fatigue_level,2.0,2.0,2.0,0.0
