IMU1_GyroX_Mean,IMU1_GyroX_StdDev,IMU1_GyroX_RMS,IMU1_GyroX_Amp,IMU1_GyroY_Mean,IMU1_GyroY_StdDev,IMU1_GyroY_RMS,IMU1_GyroY_Amp,IMU1_GyroZ_Mean,IMU1_GyroZ_StdDev,IMU1_GyroZ_RMS,IMU1_GyroZ_Amp,IMU1_AccX_Mean,IMU1_AccX_StdDev,IMU1_AccX_RMS,IMU1_AccX_Amp,IMU1_AccY_Mean,IMU1_AccY_StdDev,IMU1_AccY_RMS,IMU1_AccY_Amp,IMU1_AccZ_Mean,IMU1_AccZ_StdDev,IMU1_AccZ_RMS,IMU1_AccZ_Amp,IMU2_GyroX_Mean,IMU2_GyroX_StdDev,IMU2_GyroX_RMS,IMU2_GyroX_Amp,IMU2_GyroY_Mean,IMU2_GyroY_StdDev,IMU2_GyroY_RMS,IMU2_GyroY_Amp,IMU2_GyroZ_Mean,IMU2_GyroZ_StdDev,IMU2_GyroZ_RMS,IMU2_GyroZ_Amp,IMU2_AccX_Mean,IMU2_AccX_StdDev,IMU2_AccX_RMS,IMU2_AccX_Amp,IMU2_AccY_Mean,IMU2_AccY_StdDev,IMU2_AccY_RMS,IMU2_AccY_Amp,IMU2_AccZ_Mean,IMU2_AccZ_StdDev,IMU2_AccZ_RMS,IMU2_AccZ_Amp,OFS_FIB_Mean,OFS_FIB_StdDev,OFS_FIB_RMS,OFS_FIB_ROM,OFS_FIB_tnorm,OFS_FIB_MNF,OFS_FIB_MDF,OFS_FIB_IMNF,EMG_EMG_Mean,EMG_EMG_StdDev,EMG_EMG_RMS,EMG_EMG_Amp,EMG_EMG_MNF,EMG_EMG_MDF,EMG_EMG_IMNF,Age,Height,Weight,BMI,Fatigue_level,Subject
100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.76e-07,0.12516975454257,4.03576945374887,100.0,100.0,100.0,100.0,0.128524614854709,0.14006002935683,19.4661023850952,26.0,180.0,83.0,25.61728395,1,27
-98.2868904435165,123.185802234957,122.530098014514,110.548391049378,-1620.59416873036,82.4733246082413,87.7428031690429,75.495174637948,-494.687524285933,114.289358130549,140.98720987837,104.217994971921,88.8680119265844,97.2249201897381,93.7527361827125,94.5861756715965,92.817727125433,98.8574352631485,96.4078350256197,104.707360688222,83.2100369894099,100.600281742893,93.9706993127588,101.60907318802,-98212.7952096929,155.669959001394,155.539054654348,116.985559197748,4390.07291576572,124.010433171031,123.824061842841,123.417260221836,-546.586671428445,151.099764575609,150.983182112145,113.671411381969,89.2779337356486,97.5829525276203,94.085515364678,104.106895493108,89.2499480314516,97.8659427241622,94.1872294054274,100.643873380018,89.1697488264829,98.7143766170288,94.6944979425701,101.753945717493,56.4939271255061,273.694447122464,99.6127132964208,99.6135356737288,209.766153685651,3.31e-05,0.220363199846764,3.54363353283197,95.5964306667193,91.2837071836533,95.1739214483432,83.0502886926477,0.162878174894503,0.246988754520687,8.03240546837503,26.0,180.0,83.0,25.61728395,1,27
-110.183753547347,147.45488246055,147.028808414738,134.181452401356,272.274410932116,146.906004374859,146.968538684926,142.942459156986,-116.469307270598,139.473853456736,138.992367429995,123.465313601933,88.6639946274952,99.1671038365166,94.8840019115048,99.146202360717,97.7946295980295,102.45239372841,100.632982934962,112.034217775844,92.2314806457627,108.128231260967,102.132808289785,113.879142300193,83642.4059211625,156.206627984519,156.095767534697,114.903648477662,4569.76461675513,129.648217397284,129.49617989227,129.659022944758,248.600081804913,155.325244483644,155.156105765502,103.927305138375,92.0096920692614,97.5297787070559,95.174536723867,106.185502167711,91.6833485814331,98.6303443382778,95.6499922895647,102.181311194905,91.6510431044768,99.1819762041395,95.9902254838521,100.922406392393,64.7368421052632,1727.88993146616,98.034248483928,98.0513831033886,1297.61665027884,0.0005549973213698,0.195833622517161,2.78831098118476,65.1183767907314,69.0400785321442,65.5184031222231,65.7198853841859,0.205225602993293,0.233057330897453,8.22016540659748,26.0,180.0,83.0,25.61728395,1,27
-622.052250612663,305.791657818125,315.918090571255,342.615436857517,2712.85581881038,789.713100407297,805.334512080389,804.927009674632,-33.4144605252955,380.502614884393,375.252785133143,354.593172505552,82.9150051938494,109.961809300605,99.7822136907867,149.851462341338,70.533020239851,108.624016968846,95.4014797629516,167.778261079696,151.895962912424,126.098880547729,136.995787889477,203.514341409076,-17154.1284902378,161.056228090247,161.019529002569,122.927527935467,-181.469380817139,135.695706337861,135.659519066298,145.662679425837,-33.4613460719011,185.157807356035,185.09904557349,122.459967021704,94.1486744203294,98.5535053058982,96.708129498947,107.235587902749,94.2364126411047,99.5313472983452,97.2866839186935,105.846192845148,94.0449847406703,99.6889484401056,97.3209284960411,101.268705012217,88.2024291497976,3495.47531175139,94.9442618004571,95.0054750940192,2803.99580182986,0.0014836620951428,0.141966146610473,2.26212456475084,252.418030412655,383.238355032094,268.32305012573,365.508392064654,0.377534458560744,0.180495120401646,8.23956838268791,26.0,180.0,83.0,25.61728395,1,27
-305.004023918935,363.208017814298,364.709656905723,410.255572237185,29462.3409467013,1635.02016485157,1808.3060081071,1254.12739912166,-374.465769029921,674.075464499525,667.866808893083,496.718515329111,49.1905194801121,118.563548290137,96.6168618370462,177.021494272964,46.1488182433953,107.817083965858,88.5718799175494,171.41075830071,205.466750300119,140.549440032003,169.374520126658,254.641148325355,37032.1760822257,155.517750628055,155.492853781822,117.804348369305,-1210.02443633406,153.013403748586,152.974877317255,162.768649412788,135.680007589278,222.533756344126,222.468092818312,157.204545657115,97.1697531185215,99.3637550172584,98.4307250814993,111.673143593085,97.3811420323414,99.9462825675826,98.8420591280591,105.029943914572,97.0976348849974,100.438555336634,99.0208796423114,102.103942415638,86.8259109311741,3492.89987909951,94.8412722238928,94.9027076224526,2711.59123617804,0.0012411660780756,0.144658780285983,1.83873596214516,248.763585860665,231.741261261108,247.119957105175,254.6546935389,0.157978264197826,0.153488585050242,7.92350571934644,26.0,180.0,83.0,25.61728395,1,27
366.539689531799,477.117053396513,477.169170440185,446.334171054064,-39895.1008231722,1750.30540342456,1957.53795029094,1274.00613746559,55.6619112740032,779.357331054457,767.851328236562,537.878279270601,6.01491540451127,118.985490010344,91.0692826299654,181.212448567848,47.5477965384814,109.246619129874,89.9041231875227,210.079261514669,225.364200267045,149.197558719788,183.538397669132,280.258727627145,-10456.6803812965,161.741226215168,161.689892283396,126.99001160807,4620.79124826338,158.934624238814,158.882135359182,166.075331665942,-58.5938873236467,238.479955253173,238.380425745678,162.581220196979,97.0296803807855,99.5230116247409,98.4638798555779,112.756175543427,97.3110499034995,99.8581016131163,98.7593005626818,107.218226179537,96.8983350897528,99.8879608844722,98.615960509871,103.499966981444,97.3684210526316,3178.90063507075,95.0941505415136,95.1447072623846,2482.94149696215,0.0009774885715198,0.135680083773682,1.51637186495896,260.515067143862,356.387258896491,271.584050915734,340.329360320877,0.223644434828052,0.192042361731841,7.56446526557308,26.0,180.0,83.0,25.61728395,1,27
-244.131531855606,543.395800339779,540.12609833867,532.433651393607,10829.9007877687,1877.26766433364,1938.26963821859,1464.27578835794,-96.0466374811543,761.195047571255,750.538188368188,559.856718117411,26.8418045709272,123.563261178181,96.9118435417543,198.895388183716,53.046071282725,109.243089049168,91.2379502226325,220.477985597603,193.469261200591,168.871269628776,179.159030785987,319.189387610436,-24763.7672853975,178.604703785101,178.714322668746,157.851484856126,-4675.68630181845,157.077838760302,157.124099565705,165.709003914746,-96.5702466929959,244.176766255049,244.241103843942,176.700708587726,93.2075463466291,98.3961603896695,96.2745321248026,119.011164274323,93.2379415935745,98.2812622837132,96.1846199233937,108.44766944453,92.857881191632,98.92002975671,96.4293901720806,102.75084197319,108.056680161943,3270.55831836788,95.1783743936004,95.2318645669881,2513.12215301057,0.0010498637866256,0.121711975131414,1.40279259708944,269.852564265596,309.135219719373,274.02014250182,322.020244812749,0.284169704406191,0.112412483065446,7.27848837018323,26.0,180.0,83.0,25.61728395,1,27
121.358080172606,548.989586301031,544.626028360866,548.521677775002,-20469.8805065534,1897.72481350116,2033.20098441351,1322.20893859745,-80.9629695534807,951.367928287941,938.237306542614,681.460948723389,61.4649317362357,113.312603825682,95.3693365813135,195.756747740167,64.3709332440415,111.336847832338,95.4865928508515,220.47121937074,195.987211507059,193.142937745181,194.237903080226,347.84435837067,96450.0614561822,194.893440143528,194.966373402573,163.532601411596,-1819.86396694591,157.338002197746,157.280492280751,172.801870378426,309.005579478015,277.441424584332,277.352973053061,193.008815009582,99.3194750401077,99.4360809998516,99.3754057499928,122.747265089741,99.0847985820441,98.963360186922,99.0015521324149,107.902024778983,99.3984671901794,99.6623421824896,99.5405150648565,103.298157564553,86.2753036437247,3220.52330087404,94.5463861039374,94.5985284679972,2540.73692080437,0.0010537455633598,0.145350146275963,1.41532754640604,378.137106801416,576.480514404274,402.299538034462,435.249886208022,0.44798319172224,0.192475054629182,7.16037136237824,26.0,180.0,83.0,25.61728395,1,27
-267.075238000326,624.893715883568,620.104344651095,613.002083416781,21835.6681893525,2311.61471063255,2451.7850831947,1618.63131240904,-309.087808394385,1096.21047886076,1084.29479055782,756.747961424185,39.4792893388757,119.194246346235,94.9577256546333,229.809013932361,57.1849209428839,115.105812285946,96.3178715539839,228.702817650187,193.031119098967,200.435659452163,197.548090677345,368.013974329759,-40515.925474079,213.660758460129,213.647321935057,176.33696113909,4304.45502453447,160.780901513019,160.741900353649,170.539881470204,-46.6484128605527,287.619902672798,287.532843748159,197.028459378761,93.5184549256855,99.0349798161958,96.734865429419,125.574649384877,93.6517921288288,98.1637522275185,96.2442792134379,112.810925567981,93.2054296241477,98.6543704758604,96.3676153967273,105.084857690024,86.3724696356275,3362.54496812773,93.4702924641731,93.5279499229416,2634.39454080881,0.0010462704231215,0.145096608572906,1.42833068511867,356.555136233243,427.019255546334,364.184759504743,424.759339507225,0.216576794136038,0.162264755788107,7.49327111739579,26.0,180.0,83.0,25.61728395,1,27
-29.3254266267283,765.479940883817,757.555548980486,756.012767661047,-21787.352611284,2526.6258902608,2649.69533975797,1774.70491063662,203.450029597409,1342.65347302452,1325.7013501962,828.271812149011,18.3535047844669,134.147020216083,103.235003794045,267.771109028235,62.0137887149832,123.385787942753,103.425864551316,231.550915857136,205.4271694006,251.366218529644,234.588955830328,441.324017113487,57344.1333541631,215.053577244286,215.030908467434,176.07472325771,1406.22781585593,161.78149115454,161.755358015769,167.71452261853,179.654566229161,300.064420320811,299.986477782423,206.371906056421,95.3020074541598,100.673644543893,98.4339820882704,128.088146101487,95.3979911862596,99.419723000462,97.7070684526245,118.444817643143,95.2614567156885,98.8068001079959,97.3065241937703,103.862906953711,99.6599190283401,3800.2795508662,92.9715252017441,93.0456917715697,2876.21432916496,0.0010058776359602,0.127532326540655,1.36374401058271,507.79167842531,875.953597364242,555.510288100277,766.67069580532,0.352224639178415,0.19992345537166,7.79385070041818,26.0,180.0,83.0,25.61728395,1,27
