"(0.2486833437838325, 0.2686833437838325)","(0.3441906922291963, 0.3641906922291963)","(0.1728633874198303, 0.1928633874198303)","(10.949436887521669, 10.969436887521669)","(0.9963547231335046, 1.0163547231335046)","(17.928764746111533, 17.948764746111536)","(12.698904730956023, 12.718904730956023)","(8.179564078693616, 8.199564078693616)","(16.527110697150352, 16.547110697150355)","(198.9443429112187, 198.9643429112187)"
"(0.2486833437838325, 0.2686833437838325)","(0.3441906922291963, 0.3641906922291963)","(0.1728633874198303, 0.1928633874198303)","(10.949436887521669, 10.969436887521669)","(0.9963547231335046, 1.0163547231335046)","(17.928764746111533, 17.948764746111536)","(12.698904730956023, 12.718904730956023)","(8.179564078693616, 8.199564078693616)","(16.527110697150352, 16.547110697150355)","(198.9443429112187, 198.9643429112187)"
