IMU1_GyroX_Mean,IMU1_GyroX_StdDev,IMU1_GyroX_RMS,IMU1_GyroX_Amp,IMU1_GyroY_Mean,IMU1_GyroY_StdDev,IMU1_GyroY_RMS,IMU1_GyroY_Amp,IMU1_GyroZ_Mean,IMU1_GyroZ_StdDev,IMU1_GyroZ_RMS,IMU1_GyroZ_Amp,IMU1_AccX_Mean,IMU1_AccX_StdDev,IMU1_AccX_RMS,IMU1_AccX_Amp,IMU1_AccY_Mean,IMU1_AccY_StdDev,IMU1_AccY_RMS,IMU1_AccY_Amp,IMU1_AccZ_Mean,IMU1_AccZ_StdDev,IMU1_AccZ_RMS,IMU1_AccZ_Amp,IMU2_GyroX_Mean,IMU2_GyroX_StdDev,IMU2_GyroX_RMS,IMU2_GyroX_Amp,IMU2_GyroY_Mean,IMU2_GyroY_StdDev,IMU2_GyroY_RMS,IMU2_GyroY_Amp,IMU2_GyroZ_Mean,IMU2_GyroZ_StdDev,IMU2_GyroZ_RMS,IMU2_GyroZ_Amp,IMU2_AccX_Mean,IMU2_AccX_StdDev,IMU2_AccX_RMS,IMU2_AccX_Amp,IMU2_AccY_Mean,IMU2_AccY_StdDev,IMU2_AccY_RMS,IMU2_AccY_Amp,IMU2_AccZ_Mean,IMU2_AccZ_StdDev,IMU2_AccZ_RMS,IMU2_AccZ_Amp,OFS_FIB_Mean,OFS_FIB_StdDev,OFS_FIB_RMS,OFS_FIB_ROM,OFS_FIB_tnorm,OFS_FIB_MNF,OFS_FIB_MDF,OFS_FIB_IMNF,EMG_EMG_Mean,EMG_EMG_StdDev,EMG_EMG_RMS,EMG_EMG_Amp,EMG_EMG_MNF,EMG_EMG_MDF,EMG_EMG_IMNF,Fatigue_level
-15860.3426358848,14121.115640010801,14154.2206390426,11201.7188035209,-26959.8348582879,10941.4272040163,10986.4871713047,10386.9834397007,-331.28670917326696,6037.83395055665,5887.2767581055505,5655.87645778412,72.87513805216041,173.35976393749198,152.69805807203699,339.482102929652,81.63455882290279,456.016280883108,386.60494477109296,782.583628947054,155.45423314623199,708.0648750940961,614.702542099959,1536.35520198981,22.9149415472061,721.620388389724,722.1669344764799,1010.28755244666,3073.0927748693703,1184.77567655258,1190.0236532117801,1110.1451028328,-184.429105983439,845.433085879583,845.650619144671,799.798174707736,83.28783278267329,97.02424690851629,93.3446996395615,151.140538885489,36.855214840724,327.230580548651,294.13205989583196,451.053816935022,84.0009794855933,157.251927590914,142.168444384653,250.577036362663,133.875983171758,16978.8891118573,1198.04064601494,1356.25179061219,14660.0457205285,0.162700131463995,0.19609288113757398,0.846353164262006,2394.59670623042,3217.85488527611,2494.74241409151,2907.1861594839697,0.252205828248117,0.185429008491383,7.386241502386099,-2
-1275.46872348401,12446.7327439376,12490.575934771201,10431.0892316228,-6427.69049132839,13685.3387303508,13737.10057597,12449.0069047095,-827.1442289698571,4995.72670079265,4872.81312183757,5316.49693343283,71.64522223791259,200.390302084242,175.136217039706,388.098304890401,75.6292843881515,464.64166140498594,393.349062015335,780.4230249854829,197.09318639341,947.7814497709049,822.050759582266,2031.0599405825399,678.1164270351439,898.234411569802,899.7182293149989,1215.52270950456,1428.0905331836902,1460.82240166593,1466.20018071809,1317.37848009851,-427.479848574068,1006.4027254392199,1006.7141793389801,924.193587566553,87.9766438489043,99.1786071105855,96.17115919095959,158.895820575631,67.3071279902137,407.86214578678903,367.370243583687,623.2175871457911,81.1199548006053,160.040865345445,143.88938402355,298.215337653297,129.668922626669,18336.6066017353,1308.7551409776,1477.90879603479,15697.4165614822,0.161861542848241,0.201249602638365,0.844012040779796,2076.34833018257,3263.9278836192602,2232.31323780874,3031.2489275683897,0.7174011076475779,0.197469878840215,7.71554026720886,-2
2706.78201476893,9728.74580622922,9755.83653522404,8906.12402507562,-11956.585931843101,16723.7700698144,16758.5485001172,14369.0148272447,119.943936097416,4416.67750237779,4307.93506974192,5047.74356609985,54.7879793314059,249.893357226705,215.028521732858,465.34485065071897,70.3378650231742,442.69442411270796,374.66397656016295,764.372424312394,196.146362564937,1062.09969371083,919.630968761344,2139.28856953918,-56.6690205563452,1264.04671330095,1265.54765857461,1594.86421883411,988.0493836496989,1844.64927338035,1846.9539844063102,1541.8593385138902,997.6370294208,1380.2513089964002,1381.7471436665,1208.00218665182,87.1087720419292,109.5038921032,103.76434420244499,168.363058787511,55.90702449236711,485.013231982052,436.234636142053,773.004134592769,88.7305577114103,175.840222701343,157.98264270449698,322.292882771918,130.985915492958,18991.0206321584,1325.04508694955,1503.8392312487601,15494.3657608869,0.16312532953279502,0.20124624400429503,0.848137342357335,3135.32552350893,3162.5476782731703,3138.25036789667,2873.80912407449,0.22821331758144897,0.17985157449943698,8.27908081120343,-2
-5974.29067686866,9801.011240575792,9811.3833073001,9668.54699973948,4697.7412080727,17837.8912126005,17869.2566762888,14489.5347161091,-137.257859784792,4120.1861752474,4018.53790905758,4474.54809003094,42.0297211949084,274.081312473024,234.697538450499,499.04294150247904,75.00784470456179,471.404415978321,398.94520275861,798.525779615594,146.78219655278,1057.8645481105198,913.770383560367,2050.66869330913,-898.026207355791,1466.38087923583,1466.82668430922,1779.7699008472698,-1437.97030810647,1866.0791588471802,1869.39451095818,1545.64574813126,734.6759716456739,1501.03096880703,1501.9292251492902,1324.5518721969802,86.2393255452857,114.521418727208,107.22082660405,170.404546846299,12.6030363097048,507.20195887443396,455.14308432091303,840.260176812675,100.005083618879,179.79440852009603,163.014844292024,321.66162373480597,129.193341869398,17848.8005808136,1261.27757414043,1427.39168171577,14969.9203938595,0.167229577680521,0.20295199133560798,0.84817781124147,2364.03957945212,3443.9521158965804,2500.6585994851002,3038.12150328107,0.21559714011923603,0.19487787653720604,7.943985147222019,-2
-2651.63537006729,10776.981609014101,10783.3077575102,10402.742860660699,7443.607163904441,19142.1466680017,19155.4934628889,15043.1902508802,-799.405622337441,4949.77780153476,4827.57370115167,5238.66919581836,71.90723818446,298.67824053774,257.593620870083,539.516119785201,66.6309964438159,500.25427465574995,422.73592121789704,876.748319024925,160.791555954337,1067.2063422682902,922.306573119969,2022.7839355685699,1387.2783063263698,1514.94440027824,1516.8519958525599,1858.31583734653,315.865726356626,1895.41011854365,1897.8188118384803,1661.46255493454,-1498.1429051593802,1379.41291734607,1381.03931432864,1257.8475583347501,94.4728380837982,116.228695532957,110.472271669664,179.900872627071,23.1676322378407,549.179417470248,492.87877368309,855.104373256246,83.9431173931347,202.53581162767102,179.862645745734,357.168773094845,131.370038412292,17585.816808923002,1315.17557194501,1471.26836107322,14732.4425001874,0.15384209904642301,0.195429090033686,0.8438367254899749,2512.0705881856697,3589.78874968462,2647.13078733076,2728.0746806103502,0.29775871683626504,0.199338627590138,7.4441596154081,-2
2389.7748344519896,10930.6015388085,10937.4466562062,10017.5748774553,-13631.7858473799,19837.3892091857,19849.481201358998,16408.9427816901,-679.143492920081,5770.04854261657,5626.049324411801,6091.152307847829,41.837390303234,324.890908326452,278.287249715291,590.6996388097959,78.8088649704617,507.431627481801,429.378098400695,915.5650245236869,138.21569080049,1029.3765739895,888.8942699851109,1989.21306394781,-1251.63281783378,1659.2347549706199,1662.31770093504,1987.4013284511102,3027.3551006923,2084.07525959435,2086.3678755494,1795.0852475199301,598.182153283731,1491.74649586238,1493.3998908619599,1317.0253252097,83.0404767390554,116.396530770798,107.99556636472401,188.49050826699698,7.71550734916742,535.301791822345,480.36713278773004,792.2888164308031,87.9331440596541,232.10904356904499,204.706999169885,382.951989503563,131.58953722334,17785.792677254598,1304.77865868339,1465.1465130060199,15085.879924673101,0.15565871869799802,0.19636787076835302,0.840990670481792,2603.07119851267,3806.2675034046297,2755.55971223418,3700.76806003677,0.31120603392962704,0.19916684748778798,7.6225820275429,-2
25297.072174502202,13698.0840571877,13716.3997676833,11625.138690625101,33790.2691092714,19321.8498874666,19367.5750553419,15970.688105193702,-1872.33854371962,6726.05410780876,6570.8528401932,6130.2480016826,53.30458539737079,343.023776557543,293.860789014464,587.0907944273549,83.612321065985,516.408207840434,437.114145136746,919.4020556523379,172.56291542234797,1037.39127475786,897.351752964108,1971.6069366444,-1236.6153208190499,1830.91653441743,1831.88626226659,2088.73159026014,-3872.2630659540796,2113.0769438359803,2118.41117554633,1776.9152790106,1810.67372328344,1689.94901614111,1691.41436500712,1406.08076132453,88.50620631436041,120.40990713401699,112.244088014082,189.705296999392,-8.2980249215854,572.19846648343,513.436220401262,817.392181249789,102.52023874871901,249.84503734820098,221.248088989379,405.910271515024,133.18090360343902,18007.0727298745,1217.60992809464,1391.90124188009,15209.4073463729,0.17410789850749403,0.200941104126245,0.8421451060013321,3834.9623909963398,5865.12518870361,4097.9961289222,5690.6487389962795,0.274253280742354,0.198876783113036,8.31519968997541,-2
-2434.2291465744697,15789.4730428029,15802.765276516699,13211.548917343602,10118.8813944301,19855.4150048188,19873.4237167048,16151.6863446303,-1308.719249812,8285.504166401779,8082.47050192167,6908.63757528669,75.66498109079909,349.008688210332,300.16956386625196,595.335104248286,72.04561340687891,520.724245480926,440.150061795973,927.0110479069169,196.910876097635,1021.89516231138,885.329343418755,1949.0500113505102,2082.69858544858,1980.03930297452,1982.5294304836602,2117.41294784474,695.8068873329739,2289.7685399953602,2292.52287686538,1856.7050668941397,-2249.3476473548603,1872.3885658319,1875.7926648455802,1447.18052355983,97.28988380701229,119.30154913860599,113.482702648194,191.304730557262,23.2803383769162,647.430836007793,581.076337536093,858.99357961612,73.06513343040741,265.475233790132,231.615129361944,417.671236544746,131.498079385403,18856.4467310623,1195.8496880644802,1388.86081181425,15872.2991866952,0.18919492039168104,0.21001496119309998,0.8496681657764391,2486.0164055551,2726.41859146317,2512.5999590285996,2693.33272260932,0.227130320308716,0.179659152284417,8.46558832502077,-2
-17051.7708449477,17655.829958103102,17669.1518751664,14715.494376011799,-30679.8187439881,19623.978178954,19652.856599158,16209.7417473592,501.30883020787803,8907.09822834814,8683.456991935122,7779.8379253331095,34.334726090184695,347.14131244039197,296.631752292895,581.958453570815,83.67388965640009,560.42196027141,473.988275499284,963.07662167741,153.9807629096,1069.94075052117,924.3491348200031,1956.83745077332,-1345.6151167783999,1992.9146645479102,1994.8093338918698,2111.6404332645,4282.4428515057,2356.17343925414,2359.6594778398603,1926.54436179084,1166.97864970709,1902.58520130608,1904.4872404768,1411.7837259334199,82.15989380595279,113.674954943305,105.66235826743299,184.662048377225,70.1747389764323,605.50139528233,544.250093487805,850.4689233251551,64.5853400521483,265.464492404941,230.76548461289002,395.314089862368,129.906713005305,18613.4887666978,1222.06560061426,1406.8534497089402,15645.9844354704,0.18619120931260702,0.208820467841403,0.858789770579741,3053.4551784750897,4621.51779739031,3255.58199009395,4699.3924926176205,0.31251545130019504,0.196197206876656,7.90326308177725,-2
24524.782212579303,19042.0969929367,19061.2500067825,16291.2424648116,42035.5150849288,19989.744140525,20044.2496960062,16313.879071302901,-3323.53623773896,10735.0842399776,10494.6155967963,9158.42580477149,48.14001752743901,350.48625529006796,299.85693340841,601.211993808169,75.875049401043,622.253814116099,525.482191061742,1101.36786941221,178.172747659769,1129.7998745207,976.685579398475,1968.5422979361801,-508.863651333193,2138.98767143153,2139.1718735945497,2225.1714041334803,-7921.19090363228,2480.3869476530604,2491.29321069012,2186.51436448695,1155.05902600091,2193.99888638311,2194.6622299875103,1681.69465383642,91.97035498137069,118.405441286691,111.510404379456,193.01439069198298,-43.87850180590839,626.719504822892,562.990160694113,924.817640929106,105.449885648297,261.966517297785,231.84963299348098,406.320623359933,126.888604353393,19239.4109981075,1246.36592056376,1439.57452900114,15790.766326371298,0.184107254892102,0.215303468742202,0.8567729401237599,2787.352642718,3153.10781532547,2828.37077180771,3199.47400753741,0.23962306749999102,0.18109208837375101,7.4803068641407195,-2
-22411.6138407255,17397.6695910265,17413.9174673773,14893.1725105129,-39791.7491681968,19251.9263674854,19300.1523855501,15976.195972711399,862.2219688065289,9187.203443040358,8960.00243722608,8544.01844295372,58.704246217587794,351.85235012544604,301.481671480322,613.982456475623,72.9462852571171,634.811929680866,535.848764270729,1132.77079266459,175.477467715851,1033.82169944397,894.245837159042,1794.42936525953,-128.31551470587,2284.15901644091,2283.9349814800103,2361.26170218464,8110.735331391791,3007.40653592112,3017.2915677107003,2590.16131516529,-474.82754912946405,2117.41978132852,2117.59036436394,1696.3309500899402,84.20459708499209,118.20315130981501,109.56139528330401,194.693815064304,66.8095478905561,684.3393900122489,614.878086187959,950.579851423577,61.9975643145697,267.472332239445,232.37305301932997,400.184758742574,137.205048472654,18815.647663410702,1245.9617938925599,1431.4613150795901,16276.384067408799,0.175251307807138,0.19722203419075302,0.8534550549882349,3045.8261618805,3668.9933528350102,3117.77982797076,3193.0407808549103,0.263930615517242,0.186230217473374,7.685971432707831,-2
-1280.3003807510302,21810.313645131002,21825.5834894031,16977.431121294198,2101.01889839137,19432.173492299,19443.6743763601,15786.0869003082,-975.002791831443,10266.318226256899,10010.177953213,9103.48301443755,45.7652132245375,365.56375747579904,312.58803642968496,579.237869551091,84.01513232273871,640.7470332156311,541.422343189552,1113.9410731652802,132.198788584959,1056.22182355571,911.741596034935,1919.3304183898101,-82.1300464437609,2444.95990012621,2445.26596606841,2548.97911262634,737.799419166637,3198.5202263300603,3200.68342665116,2517.48360340727,171.491634868744,1986.1560840127302,1986.6619716816397,1551.4621464889901,90.043636267891,121.625285164374,113.513796220541,189.28812002450002,33.955819902937,800.892450888318,718.8740647142371,1097.91253487512,79.86262479304071,268.54836591348203,234.65714942862598,382.805387457831,129.961587708067,19515.5691873316,1243.35610744953,1442.2895601229902,16928.414625496298,0.189670059502261,0.21193522036352697,0.858332669074705,2734.11293484732,2990.95135731735,2762.47755577167,2805.1102458561604,0.16206019682207598,0.18689294141969898,8.1466448739713,-2
44085.9425211112,23695.9241339046,23725.6100262012,17860.1314451501,52023.6511448985,18588.6749665245,18650.5845960216,15069.010040713201,-2283.6096091570603,8018.9162096810705,7832.529003903221,7873.962394059291,51.4377252682498,356.894135225996,305.414422507903,566.202534064636,97.86925541404659,610.430693920497,516.6260764378051,1065.2869027378501,148.430915906867,1108.53000291792,957.105355151813,1968.1109784143,1474.4802899374401,2388.4985192181502,2389.0944266514803,2579.97088997814,-9042.809940119409,2869.23827593971,2879.15224913865,2449.2021159074397,-1062.1372261678998,2503.00383766064,2503.4976557167497,2146.9282993553,96.0242541246252,125.58662677845,117.90072485774598,186.236987140239,2.85624744819659,820.9975595588111,736.628770481599,1263.98534404518,106.25597441566,235.667343288711,209.902825278003,361.182589835594,133.766233766234,19866.8364706738,1271.30377671687,1473.33059983429,16501.1514277948,0.17592227585484502,0.205590900873154,0.861569524588249,2469.69767542102,3522.6190205055896,2601.54147367607,3119.05568065163,0.26607955462056,0.18428996634384698,8.134193677141461,-2
-38552.9798909017,23794.242164351297,23821.7438005823,17140.326277805,-24925.565729042202,19021.6099600922,19042.2696553821,15814.7706040934,-2200.00745733532,10407.6082059387,10158.3000384951,9540.44892198377,63.023175853649995,370.27232500446297,317.435824469288,597.555372943222,55.286715964828204,609.787497409543,514.309019026381,958.984907957435,154.321250235556,1103.2058806302803,952.8823115040401,2072.3916025938697,1437.9994385434698,2472.7112556631896,2474.00285054893,2827.16535672974,4746.43565888585,2784.70766438576,2788.66261624813,2375.65096762935,-865.038794481561,2534.14873934429,2534.8708802338397,2239.53208842179,95.90471941860778,131.455993552139,122.37953253174601,191.005052051445,39.567520486899205,940.210333724376,843.8654655257781,1346.05869104844,68.42096497906361,239.69646732348,209.181375141852,338.57106517432203,131.35174684470502,18952.7628914197,1213.83935521343,1406.69044037184,15513.1039411316,0.178608167561241,0.20991366700773298,0.864459321640908,2539.4563618828797,4001.4427738855798,2731.67575144344,4213.257398703739,0.466238165866146,0.20772134673632503,7.66897653399044,-2
