IMU1_GyroX_Mean,IMU1_GyroX_StdDev,IMU1_GyroX_RMS,IMU1_GyroX_Amp,IMU1_GyroY_Mean,IMU1_GyroY_StdDev,IMU1_GyroY_RMS,IMU1_GyroY_Amp,IMU1_GyroZ_Mean,IMU1_GyroZ_StdDev,IMU1_GyroZ_RMS,IMU1_GyroZ_Amp,IMU1_AccX_Mean,IMU1_AccX_StdDev,IMU1_AccX_RMS,IMU1_AccX_Amp,IMU1_AccY_Mean,IMU1_AccY_StdDev,IMU1_AccY_RMS,IMU1_AccY_Amp,IMU1_AccZ_Mean,IMU1_AccZ_StdDev,IMU1_AccZ_RMS,IMU1_AccZ_Amp,IMU2_GyroX_Mean,IMU2_GyroX_StdDev,IMU2_GyroX_RMS,IMU2_GyroX_Amp,IMU2_GyroY_Mean,IMU2_GyroY_StdDev,IMU2_GyroY_RMS,IMU2_GyroY_Amp,IMU2_GyroZ_Mean,IMU2_GyroZ_StdDev,IMU2_GyroZ_RMS,IMU2_GyroZ_Amp,IMU2_AccX_Mean,IMU2_AccX_StdDev,IMU2_AccX_RMS,IMU2_AccX_Amp,IMU2_AccY_Mean,IMU2_AccY_StdDev,IMU2_AccY_RMS,IMU2_AccY_Amp,IMU2_AccZ_Mean,IMU2_AccZ_StdDev,IMU2_AccZ_RMS,IMU2_AccZ_Amp,OFS_FIB_Mean,OFS_FIB_StdDev,OFS_FIB_RMS,OFS_FIB_ROM,OFS_FIB_tnorm,OFS_FIB_MNF,OFS_FIB_MDF,OFS_FIB_IMNF,EMG_EMG_Mean,EMG_EMG_StdDev,EMG_EMG_RMS,EMG_EMG_Amp,EMG_EMG_MNF,EMG_EMG_MDF,EMG_EMG_IMNF,Fatigue_level
-7082.108609032479,568.164428578257,593.320009145052,727.671625008228,9456.71890676367,610.892515515092,672.664608058411,744.1598261443671,-744.252427130919,567.506828980866,580.854359554916,654.032044791648,73.6051255264479,94.835700381264,89.5910781487953,119.71372331683399,84.71776917494971,85.43685944599629,85.29586305256471,114.38676770009,120.019184686999,105.268559747236,109.39012309771401,143.308625403437,-142.93782399645,123.95808270632901,124.12312291357,159.26617604937599,-733.0570051742841,177.80903640007702,179.06813976607899,200.882831414294,161.720388444028,146.410331343989,146.620614313272,163.86789846662,81.878232548432,92.0180933080958,89.2905320811921,105.27709736681,55.4952060516058,112.044371584703,103.52722543571801,156.97670509933099,80.3224071519073,97.5189170003893,93.4236533849955,113.15134150913201,149.387232485824,16017.487668838401,710.031608892136,936.105896781218,14833.7618013169,0.576481501946833,0.24789816592582004,0.989182849318632,247.04411460196602,611.569045084099,306.91058614210704,514.609792029914,0.38584519133604295,0.23443820592088,8.37279919929273,-2
3618.24543669411,1537.25462852892,1540.97242769365,1855.3556382154502,4828.68551946289,2177.1451764775,2187.1766627321103,2466.3092539612803,-638.476504963759,1500.47624602913,1472.1917117979401,1421.46906172121,71.4922788987438,99.044900635978,92.7050272878895,146.502952586618,80.5540990808737,89.18944643532909,86.8562420352006,173.988091489823,182.501117480122,159.121485207593,166.117851494907,267.615503814762,-165.579276589676,162.456083493573,162.604860975388,241.159280649592,251.13850430001,322.33400890827704,322.59584965787997,334.09344272229,477.770220237155,251.736680632371,252.72817419453602,260.11962055394,88.0583753856893,93.0116099178318,91.6727689237711,106.49571341090099,57.3152769808317,131.245802487363,120.520242602373,207.22713368516497,94.42600165840359,107.432588412469,104.26990454869801,130.178600117817,137.040424364368,16072.835482097,1085.9777269683198,1241.66285709414,14069.3060398637,0.17090511875448303,0.195445748032192,0.912529311336154,713.389659290995,1127.50151123219,767.921874650752,968.5291666249409,0.426387370944461,0.19244570681354803,7.68419537716931,-2
-1539.31249257511,2426.07672254582,2428.69787727407,2399.4743104519102,-5421.387862628039,4325.73367187074,4335.9678640267,4673.869608274679,173.236813798388,1786.55057438648,1743.15316770802,1880.94605959117,33.862906066754896,102.57557687003201,89.25570557101709,188.70602174785301,91.7569780541049,124.42191537584299,115.934854295385,251.708262490991,155.32979519486202,236.763880243441,219.306455300951,467.017381091034,-228.115927209475,295.985495995143,296.131570008753,411.88835524930494,28.389614212855502,422.158111804646,422.401253698457,414.323054140097,-255.69349566868303,386.12157472467203,386.588866347621,389.953813593166,90.9802903547744,93.3375741543361,92.7194645764871,111.573790569504,37.3334582952205,149.323030830042,135.174233150169,261.17852700931,98.2655194257435,119.005683305662,114.053724615426,155.415573287636,134.004024144869,16079.0227413096,1105.9701362783098,1259.2214136980801,14027.629585093,0.17252203335720998,0.19810815423874698,0.880923210225655,2214.54267713842,4157.94491794418,2493.2596933229397,3969.42934122974,0.5017798402627079,0.220764959236972,7.496121323360361,-2
7033.41748400033,4093.63031343841,4098.75063275033,4226.794681098279,12939.5402571444,5757.809481439411,5771.4051440210305,5956.878301056371,-471.185025764133,2576.6638413770497,2514.04138883285,2771.02208744675,48.7608884354776,113.436649644528,100.026477304361,237.245399124735,94.5320835818498,147.345745765715,134.185726592222,284.877171623881,147.49973696535102,355.71512625154406,315.328489553066,650.705212353312,-217.323733595173,464.33116113376997,464.614837493667,559.106316468205,159.122155946053,475.46205542884803,476.01016838851194,536.7398248462449,424.916963927379,545.365819298959,546.051176647333,469.356108399487,89.9131200656505,94.3308526021212,93.1398273980865,116.65722596448299,2.3736751074446403,195.08754832730702,175.129618140583,302.645467074523,91.1895875028986,128.254965209983,119.82126161609,171.521046430676,136.363636363636,16193.216288534699,1086.49016237917,1244.29901066409,14634.4557451509,0.18235573056826201,0.196975323548924,0.8665405657239929,1845.0870284245398,3967.6956620898295,2170.62435416844,3711.08126818065,0.442898663523997,0.23420723313403197,7.5170773161477005,-2
6806.563555017679,5668.82065766068,5674.81502624791,5161.80061910372,9194.092868416421,5947.97316703787,5957.315657853371,6586.17935739439,-380.32408013124495,3116.81658291149,3039.49082518076,3149.8512217850603,55.3146454086621,122.77284262907301,108.60622154524,274.933017371529,93.30035539178179,170.21659219901198,152.115655755559,317.808190424214,147.183960228356,345.261661140377,306.606301320275,661.193087043641,237.69800445743,532.888824551977,533.1117556104081,648.1585549609221,-583.378736343865,581.151227654134,582.132369133536,607.8067719012989,-529.0171860572821,630.366380517401,630.815074575609,492.89396788190004,90.30038069714969,93.7103038187866,92.8058406161886,116.12676056337901,-9.27309185021575,261.055221203853,234.423036487079,361.181888466839,90.32747806765171,141.876209838285,130.516425354583,182.46867134365502,137.13188220230498,17251.9567533448,1131.66498140922,1303.15291381761,15480.9037093554,0.18609996448839,0.198009369707417,0.8627096320131709,1570.58307721077,2590.94023736349,1707.8227184397101,2133.20021071266,0.286128754444421,0.20009139749450897,7.290841607182701,-2
-6577.21324548591,6447.38962279543,6456.1885022826,5896.78345191005,1340.0959082460301,6065.82659324227,6068.946521921221,6897.185684419051,-697.9728001005001,3830.22563107226,3736.8673279872496,3695.97767555359,52.0261565865099,117.63460980329,103.946335284602,298.33088080723,85.9876946537679,216.543660444733,188.190686637971,429.196140579192,131.132019225044,399.191585587294,350.21507793526297,818.7115686410029,-193.171828061365,459.47504334921996,459.585073768712,576.481550397402,479.94711380532,633.931445902092,634.792225055816,624.13291055849,-26.7499110092455,601.279853285985,601.540749374439,488.539486629721,84.84894367681021,94.50243286186002,91.8953222703841,119.561390079608,27.3766481541184,280.217150954443,251.787674497398,399.199973108339,89.5394750916983,134.17352810959102,124.188326915763,177.44671450758,134.973477226998,17555.3777298575,1158.21741469225,1331.81935041843,15372.8767698374,0.18576002182958498,0.20061426326242898,0.8535734771311521,1506.29803432207,2621.0099503321,1660.24707220181,2034.20702365297,0.28037697095803304,0.20365767974942103,7.33139099533576,-2
-8862.223343725029,7360.0215662253695,7377.470705773891,6982.90446381553,2668.5134685676603,6692.54392050258,6696.52164558468,7397.53306558103,-361.55877789587095,3914.3619570773903,3817.71659674993,3610.36762975116,46.35282667728249,119.78211740887801,104.96267253372,279.329600397499,92.64267144739729,267.187688429746,230.473737027609,526.834729189842,119.880804908811,509.320807818266,442.78258917922096,954.222884609697,-310.82149209027,361.873579101166,362.155713572008,497.282971886743,-593.863085002688,642.732441444445,643.3618379145411,614.609159734638,325.12660795499903,585.327291562044,585.62583474041,502.34138696563497,81.60257016685131,94.45654932181351,91.0021148805594,120.699632578076,68.6607940745704,259.176397293326,235.394624755711,400.242024942014,83.27424111125741,123.65371899874799,114.642700741012,168.15656295185698,136.839217120907,17272.2380054723,1167.1500738556401,1334.4140390346302,15539.6494853593,0.179545801124171,0.195668528100879,0.8447642039441441,1568.56915847358,2080.85084431198,1630.4995717853399,2048.48202153444,0.312483425634557,0.186376425227169,7.4873644628189195,-2
8260.07982768009,8040.15337406832,8050.920407480991,7561.43639234875,8049.9508257677,8019.123207687149,8025.9774393262405,8583.57614436624,111.94453832031,4072.7144498109,3970.2999088366796,4262.11614740981,46.800311679390106,136.386831296238,118.884342081544,306.854587497848,89.0820521693886,332.040600143417,283.971626204278,682.296761193088,117.157736169594,546.541763974949,474.383642749445,980.503765409564,-539.8729861723571,435.95661074729105,436.52056668573,643.5149784959369,-76.8784057971024,711.794245254019,712.211126636138,641.159272805201,152.12369302033198,684.75683260395,684.955165528504,620.158728101752,88.2892931497142,99.66531931186199,96.5882600544997,129.265921616655,100.263806882007,205.097334677548,189.455242367429,330.48841977881597,99.4767806301099,124.772921250207,118.80692703440901,170.365634873883,134.20523138833,17026.4090460146,1115.1033240030802,1284.5668466154,15287.1079229987,0.18996737976935502,0.20251295708899103,0.842909465832083,2172.81114769892,4377.45216291355,2500.23745145478,3878.8416564021504,0.37002778570306205,0.22197073247912,7.51090591129261,-2
-9687.94802842191,7819.88330598922,7827.34229493312,7934.8631588627795,5381.43104026354,9295.131722304899,9301.64343972947,9367.58659771129,285.614784397734,5035.97941404535,4910.6479128015,4882.96525829507,41.864988770159,156.659141228889,135.35046948852101,339.286792669175,82.063346890349,410.282148208035,348.292593030867,765.792069855795,124.19127679636101,573.5484152475341,498.028564029111,1023.6238735849,-282.154940022363,550.618068268789,550.872742575424,776.094041267506,-499.51985136154997,757.301170931387,757.8217776467379,758.494367216855,153.47910348419,735.518156137639,735.762753536485,657.854542947513,87.58607941355301,101.827102995292,98.00341859786371,139.040875688916,64.415237723485,221.49777029937698,200.971514827423,312.733201116004,104.468230881462,129.316075851777,123.444626445662,189.65685749477902,137.607462959576,16249.747991756101,1160.9002374456,1310.6741845207598,14565.4017510508,0.17360971593450503,0.189721206197562,0.8476672496905041,1543.79344215318,2837.97668487883,1727.46672484491,2400.27034078256,0.6106744373834351,0.21597224370141802,7.27049490329014,-2
4602.99879816675,10855.9446225931,10868.6476285475,9974.62431978694,-1557.1936089650303,10325.1220348613,10330.3301323523,9901.84149427818,627.433808518566,5780.436546376129,5636.84954473879,5423.626189699749,49.8950173392945,164.084596615429,142.399064758013,329.94056605576304,94.85195527751291,435.360095744076,370.13347562504,785.245201961895,99.2060170777081,587.052101674086,507.900093642378,1141.09280772231,330.097837259097,649.085745994383,649.409601632525,908.978124684142,-439.77835011146004,955.757709562217,956.3875090185561,961.170274815283,-276.812024805914,764.388079525303,764.617681086862,730.9820806003701,86.7566916989473,100.61827118925801,96.89853573341409,146.719228413964,51.39803683855251,287.657794185882,259.155598549523,380.355642206459,102.73419151489401,147.70105694811198,137.545857294549,217.40882557703702,135.06493506493499,16574.4222010381,1196.082889486,1347.44643943511,14498.0578462418,0.16453255120975102,0.192407560094418,0.8505619737343492,2098.4598443197697,2469.08605267996,2140.79145389085,2386.7042700464604,0.23938243521356198,0.17447152729474202,7.3866113476361,-2
