OFS_FIB_MDF,OFS_FIB_MNF,EMG_EMG_MDF,IMU2_AccX_Mean,OFS_FIB_IMNF,IMU2_AccX_RMS,IMU2_AccX_StdDev,EMG_EMG_IMNF,IMU2_AccZ_RMS,IMU2_GyroY_RMS,Fatigue_level
0.12792,0.124388,0.098939,106.473641,0.715407,107.658563,110.97023,6.349367,95.574345,570.847443,0
0.249836,0.485483,0.110524,106.817307,0.720722,108.585739,113.635911,6.344275,94.877296,606.955959,0
0.270527,0.535828,0.205273,107.187196,0.710574,109.786907,117.006271,6.447438,95.182908,648.473391,0
0.257467,0.585635,0.228566,102.103687,0.703158,108.566765,126.230454,6.545238,94.63888,697.10686,0
0.239023,0.468612,0.235844,101.052708,0.69953,109.395933,131.528411,6.547869,97.140658,708.394727,0
0.111017,0.111475,0.188021,100.477108,0.686712,110.932846,137.924437,6.656953,98.76884,704.362496,0
0.122013,0.12249,0.083988,101.076948,0.691984,111.792791,139.303809,6.681952,99.208755,692.074192,0
0.125721,0.128,0.093084,101.684907,0.6829,111.42705,136.746949,6.536732,99.888592,693.727683,0
0.128837,0.123381,0.093414,101.127717,0.683275,111.997954,139.813529,6.454626,99.185504,750.785402,0
0.125043,0.116902,0.119045,100.709813,0.685766,113.810546,146.559173,6.667425,100.301474,872.176063,0
0.129437,0.119755,0.115777,102.112113,0.688343,115.721708,149.635359,7.003888,101.929756,954.182327,0
0.131767,0.124515,0.105493,103.195149,0.690143,116.629155,150.22472,7.21531,102.428192,973.241836,0
0.131287,0.126215,0.117615,103.668858,0.693612,117.266823,151.233139,7.086535,102.821316,1004.478983,0
0.137356,0.134561,0.106046,105.476268,0.695906,120.078999,156.262017,6.875563,102.87505,1035.327876,0
0.134816,0.129394,0.102748,105.369235,0.699614,120.182968,156.817124,6.787029,102.507567,1102.024524,0
0.124564,0.11508,0.103219,105.060286,0.701072,119.958041,156.749913,6.859324,101.885073,1161.410267,0
0.125127,0.122769,0.095017,103.790205,0.70299,122.784307,167.698804,7.159922,103.334409,1343.349817,0
0.116895,0.107884,0.090569,103.65886,0.70575,125.956163,177.263341,7.6183,102.81822,1511.053073,0
0.112038,0.10249,0.094996,102.240773,0.70443,126.948476,182.556242,7.900783,103.636114,1795.933989,0
0.130552,0.121349,0.099217,99.482744,0.710645,123.395409,177.274964,7.94882,103.57715,1890.364342,0
0.107337,0.092219,0.096679,100.176097,0.711419,122.471869,173.475234,7.559608,105.188751,2139.015972,0
0.132943,0.121003,0.108425,99.410692,0.717403,121.868699,173.080586,7.187961,105.630742,2213.417207,0
0.119098,0.11139,0.089687,99.932315,0.716426,119.033346,163.949471,7.445102,104.001118,2091.748724,0
0.141672,0.160228,0.100864,97.582504,0.721481,115.899873,159.105155,7.926841,101.140929,1964.236464,0
0.222214,0.410387,0.089041,97.110673,0.728065,120.406413,172.929289,8.390703,104.026779,1998.496457,0
0.251306,0.473757,0.116377,98.771795,0.736933,120.583528,170.707385,8.332129,103.086484,1677.442178,0
0.258802,0.503478,0.268598,83.66336,0.798733,106.127223,155.852732,7.735498,109.04421,1620.381902,0
0.197303,0.325797,0.972169,92.243572,1.015114,110.257443,152.645492,7.445661,97.588571,1635.286064,0
0.117951,0.105659,1.433497,96.126225,1.69945,110.902394,147.105895,13.189744,99.493815,1532.470572,0
0.124353,0.111574,0.096559,87.517897,1.831358,101.382252,134.132362,13.87882,90.562493,1469.108275,1
0.124464,0.111837,0.107977,9.685953,1.046502,12.978418,8.649431,7.202922,13.005057,114.348822,1
0.122242,0.109958,0.094343,9.823087,0.774012,13.168822,8.782604,7.244187,13.194161,125.771918,1
0.115721,0.099822,0.098197,9.645526,0.742754,12.898994,8.57532,6.980391,13.115829,127.252275,1
0.1122,0.095598,0.116412,9.785144,0.730677,13.210318,8.885659,7.281407,12.975174,134.23641,1
0.106681,0.092043,0.097017,9.849969,0.723933,13.460548,9.184624,6.994365,13.511699,142.168884,1
0.128722,0.118988,0.081697,10.104103,0.721466,13.624534,9.150175,6.926807,13.393933,141.61611,1
0.126928,0.107106,0.129132,10.190735,0.722693,14.043334,9.672552,7.431957,13.606208,157.985942,1
0.116894,0.101133,0.120945,9.969885,0.721209,13.917616,9.722241,7.573407,13.954354,163.779179,1
0.134278,0.122764,0.105059,10.32017,0.716713,14.123558,9.655248,7.223916,13.760661,168.164077,1
0.128668,0.116736,0.126035,10.224631,0.722288,14.12725,9.761117,7.059421,13.570557,171.853052,1
0.126266,0.108016,0.107356,10.519575,0.718341,14.682399,10.256894,7.066073,13.287826,169.66485,1
0.122331,0.105289,0.110945,10.520528,0.719119,14.742212,10.34135,6.832216,13.369466,166.979814,1
0.131296,0.1136,0.109724,10.347837,0.717683,14.591268,10.301267,6.776824,13.795629,172.243759,1
0.124839,0.106919,0.128345,10.188322,0.714496,14.506346,10.340094,6.568314,14.123023,183.748142,1
0.120502,0.100705,0.110746,10.330523,0.714434,14.391509,10.02264,6.879581,13.84503,181.062643,1
0.123449,0.108558,0.093602,10.434458,0.717363,13.956963,9.281516,6.60842,13.481249,174.480201,1
0.120314,0.10623,0.092432,10.457253,0.721601,13.994357,9.311873,6.57048,13.341537,178.387783,1
0.121205,0.106154,0.102395,10.488445,0.725945,14.089404,9.420153,6.562037,13.491056,184.584268,1
0.123477,0.108749,0.099648,10.415068,0.73219,14.092318,9.504585,6.546002,13.638952,192.948171,1
0.127194,0.121054,0.121477,10.344631,0.736693,13.891761,9.282143,6.423514,13.636259,196.297909,1
0.125084,0.111691,0.452285,10.420048,0.740759,13.715602,8.929593,6.572623,13.713835,193.001398,1
0.129144,0.110592,0.096082,10.674155,0.741065,13.926432,8.95621,7.075282,13.563248,195.238869,1
0.133657,0.110298,0.1158,11.149436,0.74265,14.147269,8.713758,7.384821,13.839919,183.668788,1
0.127643,0.106781,0.141291,11.435267,0.748931,14.670021,9.197771,6.757339,14.704409,267.416984,1
0.131568,0.116195,0.11631,11.921957,0.753285,16.129939,10.87082,7.353246,16.63736,351.13538,1
0.130929,0.112063,0.106625,12.433735,0.765685,16.64908,11.084808,7.361554,17.013188,371.513957,1
0.138219,0.11983,0.149824,12.05467,0.779884,16.29749,10.981829,6.686881,16.906071,373.838117,1
0.135741,0.119992,0.149477,12.150331,0.805443,16.058904,10.512171,6.510346,16.669533,367.075333,1
0.13448,0.115838,0.153665,12.224255,0.910428,15.951862,10.26369,6.43626,16.832301,368.347804,1
0.137183,0.116598,0.121988,12.468134,1.317251,15.937511,9.940529,6.560953,16.582355,363.627667,1
0.137013,0.118968,0.122897,12.500251,1.326943,15.664953,9.454097,6.749561,16.404873,349.083069,1
0.138089,0.121428,0.106537,12.579029,0.634103,15.430242,8.948942,8.310406,16.683345,345.759071,1
0.133728,0.114132,0.096082,12.462897,0.608718,15.170618,8.663217,9.09517,16.965409,340.208238,2
0.138399,0.118669,0.131916,12.35968,0.607247,16.190841,10.468143,5.900696,17.904365,324.182895,2
0.138001,0.116098,0.113459,12.292531,0.607151,16.319924,10.751336,5.986982,17.71667,313.328679,2
0.132958,0.113038,0.158236,12.523363,0.604918,16.446896,10.676421,6.145491,17.5623,314.451754,2
0.134447,0.111213,0.143889,12.097762,0.601076,16.382969,11.065397,6.797635,17.245364,335.918364,2
0.126844,0.10405,0.105661,12.266231,0.595951,16.874602,11.605707,7.09168,17.422017,329.522559,2
0.127035,0.106668,0.176162,12.117795,0.591524,16.799035,11.651876,6.476532,18.014208,319.851352,2
0.129886,0.11323,0.111297,11.594027,0.588613,16.44635,11.682528,6.841597,17.841904,315.736232,2
0.137494,0.11905,0.117115,11.963696,0.587059,16.984891,12.073557,6.923539,18.314391,318.188574,2
0.13723,0.1128,0.11401,11.492205,0.585562,16.415671,11.737337,6.699798,18.188223,320.245757,2
0.132442,0.104453,0.112593,11.792073,0.583582,16.486685,11.537321,6.593407,18.224593,312.967182,2
0.135097,0.112557,0.106569,11.98661,0.585273,17.098395,12.211612,6.904604,18.184535,311.925724,2
0.127967,0.099377,0.111118,12.051838,0.58557,17.074247,12.112781,6.676982,18.098647,307.75962,2
0.135014,0.109667,0.13694,11.564209,0.588659,16.641859,11.985984,6.617721,18.506063,315.067129,2
0.135787,0.109875,0.1431,11.846737,0.592688,17.010767,12.226079,6.452891,18.352754,316.660584,2
0.147704,0.118938,0.153496,11.872621,0.596262,16.98495,12.164578,6.596533,18.289615,317.361388,2
0.140265,0.113243,0.109833,12.172442,0.603344,17.465513,12.543696,7.074369,18.140365,320.768847,2
0.137997,0.111092,0.141395,12.09729,0.612749,17.724929,12.97305,6.468259,18.187784,325.501412,2
0.141555,0.11221,0.113894,12.044687,0.622835,17.862056,13.211649,6.102963,18.240078,328.391656,2
0.133391,0.106798,0.147876,12.193652,0.634356,18.083303,13.373335,5.979128,18.147299,333.835546,2
0.135278,0.112129,0.135458,12.25847,0.642645,18.127399,13.370419,5.970734,17.800704,333.558116,2
0.124329,0.09927,0.140427,12.554585,0.648953,18.29335,13.32573,5.884987,18.099546,336.223595,2
0.146258,0.133385,0.144118,12.164013,0.647995,18.059538,13.368967,5.969144,18.125415,340.608415,2
0.125733,0.110749,0.169298,12.058256,0.648872,17.810307,13.12561,6.014399,17.699523,339.595382,2
0.134143,0.107822,0.137255,12.219898,0.652109,17.831403,13.004906,6.072602,17.70737,343.97602,2
0.123491,0.100942,0.12575,12.335034,0.653548,17.816605,12.874309,6.042736,17.716898,346.452234,2
0.118209,0.097177,0.113645,12.282432,0.652622,17.817168,12.924353,6.217574,17.753099,349.684653,2
0.128527,0.103272,0.137935,12.082246,0.647204,17.758644,13.033925,6.182528,17.987582,350.281948,2
0.116171,0.088526,0.136397,12.477065,0.638065,18.393403,13.534053,6.345684,17.866146,346.776723,2
0.119775,0.107875,0.105198,12.387387,0.629492,18.876667,14.257477,6.366089,17.535471,345.058482,2
0.11039,0.089286,0.131519,12.210654,0.622052,19.069555,14.668257,6.441225,17.584498,341.824093,2
0.107762,0.083891,0.091062,11.948519,0.616074,19.349919,15.238317,6.426597,17.419165,338.936286,2
0.091239,0.079604,0.095008,12.213774,0.610561,19.671062,15.439371,6.706839,17.351849,334.988179,2
0.097993,0.083571,0.081567,12.285511,0.611544,19.754928,15.488842,6.652415,17.644923,332.551004,2
0.160192,0.145317,0.127418,101.221473,0.826855,103.926533,116.374861,7.367263,102.63858,601.131978,0
0.16619,0.150503,0.12743,102.064237,0.821406,105.358952,120.291165,7.630479,102.206437,629.983666,0
0.167074,0.155032,0.135595,99.652632,0.80368,104.568541,125.978488,7.329691,105.456635,632.548368,0
0.167652,0.163204,0.157645,99.220776,0.800033,104.376934,126.7626,7.113122,106.737251,619.85003,0
0.157136,0.141056,0.17493,102.038015,0.794556,106.283059,125.136953,7.548384,103.746491,581.46433,0
0.14859,0.130962,0.129802,103.131248,0.791275,107.474764,126.749748,7.553697,101.93182,602.199652,0
0.151532,0.135335,0.150539,102.596554,0.789522,107.809767,130.496272,7.00969,102.047163,635.458154,0
0.166566,0.153854,0.12982,102.387317,0.788579,108.197752,133.204558,7.268321,102.467671,622.246022,0
0.169548,0.154812,0.124417,100.50341,0.787086,107.590335,137.280544,7.361131,102.14855,616.918185,0
0.168727,0.153296,0.171935,100.829532,0.787313,107.805567,137.136304,7.23546,103.052238,703.063496,0
0.165242,0.146937,0.160473,101.343689,0.786774,108.924393,140.469185,7.025266,100.730823,677.295575,0
0.157857,0.137261,0.136113,78.438239,0.790132,95.532228,153.406916,7.206943,132.067116,657.470788,0
0.142581,0.115548,0.174867,92.523091,0.789898,105.524416,154.150571,7.103216,115.226904,591.71328,0
0.160049,0.137858,0.178535,98.948929,0.793116,110.203797,154.114222,7.175609,107.524652,556.344987,0
0.163524,0.139272,0.154346,98.341496,0.807129,111.304863,160.612697,6.994667,103.093676,580.271562,0
0.15578,0.123393,0.184351,101.007193,0.864434,112.355494,156.755741,7.022333,102.890283,621.157475,0
0.150813,0.126514,0.145252,98.1874,1.994112,111.459716,161.71443,16.73155,100.954202,648.596898,0
0.149563,0.13713,0.129121,95.089792,2.378747,105.522244,144.846426,26.791003,90.676807,582.354434,1
0.147138,0.126233,0.137977,13.282359,1.216608,16.762917,10.242449,7.591798,10.11641,39.701547,1
0.149504,0.121458,0.126335,13.096862,0.966193,16.762124,10.477902,7.263976,10.19521,40.836413,1
0.149077,0.125409,0.123966,13.345274,0.95269,16.90527,10.39141,7.218432,9.956664,40.339656,1
0.143587,0.120658,0.12972,13.838212,0.946694,17.197789,10.225692,7.584923,9.410825,40.714502,1
0.149669,0.117794,0.12818,13.30782,0.954762,16.935854,10.491418,7.432435,10.09883,43.553927,1
0.142627,0.109468,0.123649,12.903815,0.948157,16.685469,10.594819,7.274351,10.784504,47.248632,1
0.153769,0.121813,0.127951,13.132488,0.948893,17.050871,10.892877,7.636767,10.254619,47.74432,1
0.154962,0.124733,0.121924,13.265798,0.936543,17.155716,10.895877,7.220294,10.012411,49.101805,1
0.167889,0.135565,0.124881,13.121398,0.918166,17.129554,11.030876,6.78116,10.087741,53.43204,1
0.156139,0.123419,0.138319,13.022995,0.90557,16.967127,10.895974,7.121413,10.322639,58.687446,1
0.163279,0.139595,0.13243,12.434395,0.880239,16.358602,10.647765,7.385364,10.993147,63.329839,1
0.155667,0.136618,0.138578,12.179101,0.86644,16.096783,10.543413,7.50928,11.38489,66.434271,1
0.154817,0.130716,0.151688,12.949302,0.858508,16.673993,10.517577,7.400548,10.417414,67.081935,1
0.152752,0.122311,0.125241,12.936576,0.856573,16.779701,10.698932,7.296343,10.368885,70.167735,1
0.155243,0.122561,0.135476,13.073354,0.853578,17.048237,10.960417,7.592665,10.201716,72.624921,1
0.128,0.06854,0.124854,12.843205,0.859852,16.943147,11.068336,7.081674,10.327739,75.870285,1
0.137368,0.104699,0.137075,12.519128,0.876042,16.683357,11.04734,6.907445,11.145869,79.77737,1
0.144209,0.125097,0.122123,12.281526,0.892936,16.60888,11.199748,7.116451,11.434418,81.855175,1
0.142703,0.108255,0.11324,12.689257,0.916793,16.971152,11.287229,6.861838,10.476194,86.971119,1
0.160064,0.128218,0.122417,12.972048,1.036584,17.145471,11.229037,6.638253,10.501292,90.654874,1
0.142999,0.119766,0.120188,13.609519,1.630871,17.400992,10.857993,6.815917,10.187666,81.357824,1
0.144086,0.118378,0.135866,10.671395,1.765583,15.364914,11.054513,7.415378,12.727229,90.147763,1
0.146478,0.130098,0.107329,13.413172,1.031392,17.323808,10.97003,7.33592,10.296062,89.019939,1
0.147784,0.13181,0.115857,14.216198,0.855025,17.496862,10.216882,21.067569,9.789338,94.918365,2
0.133501,0.124961,0.153433,13.248291,0.804523,16.537803,9.91401,7.945466,11.060183,100.780126,2
0.144277,0.128335,0.108895,12.942624,0.788119,16.043621,9.496115,7.890176,11.954396,97.246313,2
0.145733,0.141567,0.09645,12.784981,0.787077,15.750418,9.212692,7.604134,11.915594,96.66289,2
0.130998,0.127954,0.122719,13.309948,0.782091,16.15489,9.168046,7.824208,11.638768,95.958566,2
0.116444,0.113061,0.108366,13.29875,0.775915,16.09225,9.074932,8.292366,11.608366,105.06623,2
0.208288,0.353677,0.094153,12.806849,0.775385,15.629109,8.971045,8.209028,12.019215,108.421865,2
0.181551,0.178358,0.091944,13.304089,0.776056,16.15002,9.167581,7.96914,11.588966,115.555254,2
0.169994,0.325432,0.169071,13.42045,0.775838,16.24338,9.162742,7.490171,11.97135,145.173157,2
0.154461,0.133893,0.391065,13.582425,0.773555,16.148664,8.75551,7.755901,12.13634,148.433163,2
0.145097,0.114843,0.134313,13.283717,0.773701,15.515067,8.028987,8.052417,13.168583,151.115775,2
0.143818,0.12006,0.118449,13.501165,0.779932,15.622668,7.871157,7.789273,12.803192,157.263438,2
0.137369,0.117603,0.119157,13.433301,0.786454,15.582032,7.90588,7.4869,13.009957,161.700203,2
0.126809,0.108279,0.122051,12.952534,0.7898,15.218266,7.978811,7.652712,13.745521,172.640167,2
0.131927,0.114788,0.12584,12.896377,0.794073,15.372978,8.375885,7.828933,13.544792,179.176107,2
0.141266,0.1302,0.107523,13.925202,0.797066,16.412273,8.69963,7.656922,12.637307,183.800695,2
0.139831,0.125362,0.105899,13.838078,0.800058,16.627583,9.222943,7.984068,13.388938,193.990642,2
0.181768,0.167924,0.102642,13.428244,0.793438,16.506916,9.61243,8.364009,13.677956,196.703047,2
0.16253,0.152495,0.109481,13.516148,0.788797,16.534361,9.536373,8.434313,13.738758,194.402024,2
0.121624,0.09375,0.154663,93.324242,0.747086,127.544463,132.533678,6.555399,129.603092,437.986951,0
0.132281,0.107129,0.086581,96.609111,0.741841,142.072392,148.569165,7.498009,128.748392,675.590479,0
0.135476,0.103478,0.1203,97.43662,0.744892,161.081835,169.803817,6.653021,128.090387,782.710562,0
0.141643,0.113127,0.864763,97.777359,0.753167,172.348908,182.354177,7.613114,136.138631,800.888854,0
0.138411,0.11798,0.125699,99.670786,0.758043,170.828258,180.467897,6.549725,140.643632,789.302603,0
0.138655,0.117889,0.74411,99.136857,0.763183,168.978611,178.468119,6.079149,148.086644,812.251744,0
0.132842,0.12163,0.465958,97.87201,0.768124,162.030509,170.823161,6.058724,144.337425,777.020333,0
0.131634,0.123895,0.650345,101.518732,0.775887,164.098744,172.750528,6.358874,146.147936,762.89815,0
0.13266,0.123716,0.318013,102.112885,0.785023,161.61767,169.886192,6.212127,150.505692,751.121833,0
0.131822,0.120601,0.115499,104.423469,0.897197,157.272845,164.756923,6.358597,158.03361,768.014643,0
0.135742,0.131824,0.547831,105.214151,1.627035,149.768181,156.206738,6.528444,164.511875,765.195138,0
0.125916,0.118365,0.380478,102.232253,1.750328,145.72049,152.008973,6.364391,168.866277,747.979137,0
0.130569,0.121957,0.162926,101.022121,0.793784,144.345266,150.603893,11.529153,181.158242,743.625882,0
0.141927,0.128771,0.605881,14.983833,0.777256,26.184283,26.626167,10.085913,30.384347,136.877053,1
0.150536,0.140245,0.591843,2.743192,1.415648,9.33051,8.93103,6.084066,8.31607,50.446536,1
0.142297,0.134535,0.58575,2.777343,3.693889,9.676327,9.283569,6.003782,8.37523,51.61614,1
0.13863,0.128885,0.511152,2.696127,2.772054,9.832791,9.471549,7.652912,8.498495,52.261997,1
0.141648,0.144307,0.730822,2.580019,1.210853,9.905094,9.578636,17.872004,8.797255,53.536394,2
0.14001,0.141968,0.41051,2.641121,1.044244,10.255086,9.924268,7.445726,8.840295,57.423728,2
0.147388,0.147515,0.429719,2.689806,1.003309,10.474274,10.138373,7.768917,9.131301,59.225835,2
0.207832,0.475684,0.141943,100.255476,0.650683,97.415642,95.680702,6.544125,105.393712,1797.951487,0
0.192202,0.379548,0.11066,101.873828,0.652423,97.725509,95.224921,6.99009,107.952124,1816.274413,0
0.184645,0.379379,0.135438,102.066789,0.661143,97.570075,94.869423,6.466481,107.637301,1841.089024,0
0.184277,0.365196,0.119735,103.767808,0.661579,97.306644,93.395456,6.912947,109.173511,1815.072822,0
0.190887,0.383869,0.127626,103.831095,0.664627,96.096557,91.406778,6.770249,110.399952,1772.50673,0
0.198585,0.38896,0.112832,101.815306,0.665266,94.737982,90.470318,6.18052,107.52708,1783.98252,0
0.192359,0.388441,0.149082,101.473444,0.662553,96.013817,92.739275,6.3794,105.085646,1802.463162,0
0.200295,0.391074,0.140207,102.215986,0.657305,97.592978,94.824241,7.136493,104.772109,2100.686949,0
0.188715,0.36971,0.133165,101.458648,0.654644,99.41584,98.157501,6.812329,103.660905,2522.303128,0
0.108113,0.127776,0.146097,103.947423,0.645282,101.665901,100.255917,6.870451,102.936863,2737.427435,0
0.095567,0.082472,0.127903,100.765404,0.643364,107.813084,111.226061,6.908875,108.876641,3265.344912,0
0.095822,0.084355,0.070484,102.71352,0.649916,112.159169,116.810829,7.080485,111.589524,3478.837566,0
0.096779,0.082158,0.072051,103.806079,0.848283,111.803791,115.746249,22.786702,111.841309,3573.436262,0
0.092874,0.073016,0.116411,106.888695,0.882134,114.474257,118.21603,18.508325,115.906323,3697.22286,1
0.093062,0.073237,0.344401,8.643193,0.671011,14.055995,12.436574,7.216183,9.84538,245.583701,1
0.093309,0.069108,0.184149,6.487012,0.668118,11.453308,9.449241,7.625091,7.336412,161.752287,1
0.100114,0.082283,0.080025,6.292841,0.672558,11.236927,9.31952,6.979637,7.083495,168.147664,1
0.095771,0.072067,0.118238,6.228945,0.674801,11.676249,9.887191,6.213267,7.044292,173.090263,1
0.095429,0.06626,0.115175,6.351371,0.680734,11.773437,9.924577,6.967282,6.766847,169.389429,1
0.09937,0.070216,0.160923,6.357124,0.680533,11.882727,10.049204,6.871635,6.62962,172.824776,1
0.104954,0.082411,0.157536,6.213003,0.670308,12.199931,10.511789,6.808323,6.045608,176.010647,1
0.109876,0.091403,0.089783,6.530568,0.696603,12.667267,10.866951,46.77174,5.756051,172.476345,1
0.098938,0.081754,0.075508,6.26862,0.936928,12.66118,11.012239,10.037578,5.413647,165.582677,2
0.10007,0.082327,0.080492,6.279344,0.804053,12.871273,11.244615,6.47318,5.243182,158.295424,2
0.101346,0.081696,0.081856,6.351322,0.720489,12.046429,10.246835,6.613352,5.479211,150.736181,2
0.09715,0.07326,0.100493,6.358123,0.711671,11.717913,9.854032,6.83593,5.625807,148.499509,2
0.094138,0.068448,0.095083,6.32133,0.709214,11.734993,9.897244,6.763375,5.584494,150.355126,2
0.093205,0.065557,0.083647,6.342323,0.7081,12.184218,10.414927,6.516494,5.382121,147.827446,2
0.09632,0.07379,0.081767,6.385772,0.706442,12.575065,10.845055,6.563242,4.90008,144.75808,2
0.106247,0.089199,0.089027,6.26436,0.702952,12.681757,11.038505,6.630533,4.671973,144.066341,2
0.108309,0.090766,0.08871,6.310467,0.69813,12.801974,11.151171,6.502507,4.784901,142.633921,2
0.107579,0.092191,0.129973,6.435605,0.69849,13.03616,11.350375,6.561733,4.790379,140.347392,2
0.099461,0.07978,0.08866,6.302721,0.697837,12.770671,11.120502,6.565134,4.641923,133.985323,2
0.104529,0.083007,0.09424,6.310686,0.698207,12.759929,11.103361,6.985121,4.573419,132.113276,2
0.103615,0.084999,0.089112,6.301233,0.696356,12.886993,11.254183,6.764293,4.703663,140.704586,2
0.097806,0.077828,0.081872,6.418642,0.69833,12.942546,11.25207,6.540174,5.031278,153.828239,2
0.112066,0.09324,0.097038,6.370844,0.693101,12.731225,11.035703,7.202522,5.475922,161.233348,2
0.108187,0.090493,0.103718,6.304036,0.686494,12.883488,11.248222,7.257356,5.71534,167.629412,2
0.110473,0.088297,0.109778,6.174111,0.688873,13.337131,11.836118,6.587959,5.836506,172.395311,2
0.10967,0.085092,0.102072,6.494876,0.689484,13.976564,12.39068,6.910178,5.849968,173.706916,2
0.105053,0.085536,0.106385,6.264429,0.683175,14.437571,13.023735,6.892606,6.176942,182.780118,2
0.105924,0.090483,0.117434,5.978565,0.677781,14.825942,13.584259,6.430084,5.830478,179.079098,2
0.184975,0.188517,0.139837,6.692484,0.67611,15.840222,14.375557,6.905006,5.878445,176.227968,2
0.163945,0.226335,0.095847,6.182031,0.674352,15.109891,13.802557,6.728896,5.750744,173.908617,2
0.094133,0.087386,0.197255,6.311188,0.677599,14.635702,13.22286,6.30015,5.965997,171.947246,2
0.110263,0.087883,0.133517,6.160444,0.678324,14.128801,12.747336,6.418872,6.188932,169.468648,2
0.09679,0.064027,0.090604,6.447956,0.671671,13.928052,12.365147,6.628029,6.314408,170.488079,2
0.100393,0.083067,0.097778,6.33144,0.676047,13.859393,12.340763,6.354924,6.710445,185.896706,2
0.104718,0.097908,0.095952,6.290077,0.68412,14.147502,12.686331,6.355592,6.663706,190.837178,2
0.113381,0.105179,0.095708,6.227907,0.678724,13.28768,11.751803,6.812124,6.504304,185.797637,2
0.107073,0.088618,0.073693,6.34933,0.672991,13.319672,11.720084,6.62038,6.286391,178.29915,2
0.104334,0.080692,0.093084,6.483318,0.675448,12.868742,11.127346,6.294819,6.126188,176.295571,2
0.103745,0.082667,0.123175,6.388759,0.679016,12.294282,10.516167,6.743882,6.203303,179.045827,2
0.104235,0.088784,0.095418,6.311339,0.688308,12.169712,10.417446,6.645399,6.617812,177.524329,2
0.106213,0.097605,0.094976,6.247213,0.690395,11.954418,10.203284,6.373209,7.060611,181.125376,2
0.098575,0.08808,0.102125,6.256222,0.691382,11.58632,9.763523,6.157398,7.078799,174.177687,2
0.103161,0.090737,0.081022,6.369122,0.686849,11.367083,9.424012,6.156057,6.822793,169.479573,2
0.10538,0.092696,0.079795,6.331291,0.688083,11.269593,9.332393,6.427299,6.40873,171.948379,2
0.11228,0.103992,0.105421,6.391485,0.691636,11.275215,9.297469,6.472126,6.121284,160.971969,2
0.118072,0.112286,0.098455,6.333877,0.694155,11.321339,9.392816,6.710136,6.095917,143.198992,2
0.236895,0.454129,0.348451,101.00947,1.157861,102.950425,103.744359,7.64445,119.376684,705.406449,0
0.264284,0.520713,0.742939,107.443403,1.168617,111.327057,112.828151,7.06638,113.789453,775.850519,0
0.284167,0.592676,0.192212,115.447445,1.162842,112.499345,111.402898,7.283379,118.353444,731.686998,0
0.246743,0.432017,0.218758,100.447014,1.16116,107.145788,109.697679,7.10426,115.540188,743.354535,0
0.274163,0.484642,0.235043,99.408727,1.144982,110.317949,114.285147,7.063607,121.159686,782.66455,0
0.255123,0.610249,0.229525,99.997271,1.127056,106.839301,109.406356,7.328851,124.893897,866.29431,0
0.269795,0.422873,0.198976,94.500309,1.114481,104.711371,108.467253,7.375666,122.508566,914.797636,0
0.206902,0.36358,0.315034,100.969415,1.107847,110.11134,113.4483,7.447398,117.457927,916.824911,0
0.248756,0.439449,0.167203,99.518948,1.115208,139.040186,149.773117,7.391571,137.289667,1089.938383,0
0.259917,0.485906,0.227846,91.240849,1.165241,202.276361,231.188965,7.098803,182.930135,1571.53954,0
0.269085,0.532234,0.178715,86.985506,1.583086,231.266786,266.723476,7.671585,199.233852,1728.18853,0
0.208643,0.353566,0.192088,93.380166,2.236536,233.586165,268.593086,7.587146,198.435021,1719.223056,0
0.230748,0.344237,0.305273,87.19777,4.134788,232.557694,268.313833,7.180929,194.481174,1771.638567,0
0.232793,0.402213,0.155397,99.251269,1.091225,231.818276,265.652846,18.538471,203.467957,1821.156764,0
0.208794,0.286613,0.693654,22.80693,0.956299,57.357364,63.184015,8.516973,49.730538,435.650221,1
0.159443,0.189553,1.010718,4.506886,0.931632,17.725763,17.186281,8.361273,14.230932,118.857891,1
0.213366,0.317503,1.167201,4.117591,0.935125,17.144695,16.686905,8.086703,15.187571,128.103985,1
0.230058,0.387446,0.413746,3.341429,0.980375,16.955279,16.647961,7.322805,15.698834,140.696501,1
0.306705,0.545082,0.65168,4.341942,1.942587,17.631079,17.125646,8.006171,16.752234,151.184384,1
0.264649,0.443817,0.240424,3.611589,1.501341,17.488315,17.157668,8.159256,16.670433,149.92173,1
0.220224,0.327001,0.24413,3.797945,0.969795,17.756866,17.390516,7.967991,16.90195,156.464527,1
0.26067,0.412418,0.218017,4.729509,0.885036,18.095451,17.522937,14.005911,16.981806,162.287597,2
0.231963,0.395231,0.543034,4.715611,0.89223,18.144934,17.565858,7.753435,16.826651,158.790902,2
0.193241,0.422991,0.130313,100.789599,0.706306,140.292606,149.048205,6.288098,98.280214,1093.038411,0
0.176458,0.310205,0.12682,94.203879,0.704391,157.097745,170.023838,6.085959,99.100194,1163.212692,0
0.153186,0.310604,0.106855,93.177755,0.702478,164.035869,178.405218,5.922909,101.724374,1164.003182,0
0.121987,0.109782,0.173887,94.257336,0.696808,163.749633,177.871391,5.870117,91.057524,1098.175774,0
0.116582,0.095171,0.143375,98.020189,0.800783,175.428867,190.89438,6.4566,81.943311,1158.049206,0
0.107681,0.079198,0.127986,97.705328,0.978643,183.068574,199.823802,6.816129,81.937851,1428.480626,0
